,"Type","Date","Name","Num","Item","Qty","Cost","On Hand","Avg Cost","Asset Value"
"Inventory",,,,,,,,"",,""
"0331/KHAKI S/M (FELT IVY, KHAKI)",,,,,,,,"",,""
,"Invoice","06/01/2016","OC MANGO INC","403950","BB2205",-24,"",1680,1.05,1764.00
,"Invoice","06/09/2016","S/EPOCH","404026","BB2205",-144,"",1536,1.05,1612.80
,"Invoice","06/20/2016","ADORABLE KIDZ (W)","404064","BB2205",-12,"",1524,1.05,1600.20
,"Invoice","06/27/2016","VILLAGE BEACH MARK","404104","BB2205",-24,"",1500,1.05,1575.00
,"Invoice","06/27/2016","SHAWN GLOVER","404107","BB2205",-12,"",1488,1.05,1562.40
,"Invoice","06/27/2016","BIG JOYS, INC.","404109","BB2205",-24,"",1464,1.05,1537.20
,"Invoice","07/05/2016","S/EPOCH","404156","BB2205",-72,"",1392,1.05,1461.60
,"Invoice","07/08/2016","LUCCI FASHION","404178","BB2205",-12,"",1380,1.05,1449.00
,"Invoice","07/27/2016","BEACH BASICS","404260","BB2205",-24,"",1356,1.05,1423.80
,"Invoice","09/09/2016","CRESCENT WORK & OUTDOOR","404467","BB2205",-24,"",1332,1.05,1398.60
,"Invoice","04/06/2017","CRESCENT WORK & OUTDOOR","406238","BB2205",-12,"",1320,1.05,1386.00
,"Invoice","04/13/2017","VILLAGE BEACH MARK","406269","BB2205",-24,"",1296,1.05,1360.80
,"Invoice","04/17/2017","A BIENTOT","406324","BB2205",-36,"",1260,1.05,1323.00
,"Invoice","04/25/2017","JAMES BRODIE & CO. LTD","406358","BB2205",-36,"",1224,1.05,1285.20
,"Invoice","06/05/2017","HATS SHOP NY","406618","BB2205",-36,"",1188,1.05,1247.40
,"Invoice","06/07/2017","DEEP BLUE BOUTIQUE","406721","BB2205",-12,"",1176,1.05,1234.80
,"Invoice","06/08/2017","LUCCI FASHION","406739","BB2205",0,"",1176,1.05,1234.80
,"Invoice","07/05/2017","S/EPOCH","406988","BB2205",-144,"",1032,1.05,1083.60
,"Invoice","07/05/2017","S/EPOCH","406991","BB2205",-12,"",1020,1.05,1071.00
,"Invoice","08/24/2017","SHOP 99 LTD","407156","BB2205",-48,"",972,1.05,1020.60
,"Invoice","03/08/2018","CHAPEL HATS","408911","BB2205",-12,"",960,1.05,1008.00
,"Invoice","03/08/2018","CHAPEL HATS","408913","BB2205",-12,"",948,1.05,995.40
,"Invoice","03/08/2018","CHAPEL HATS","408916","BB2205",-12,"",936,1.05,982.80
,"Invoice","03/13/2018","CHAPEL HATS","408920","BB2205",-12,"",924,1.05,970.20
,"Invoice","03/13/2018","CHAPEL HATS","408922","BB2205",-12,"",912,1.05,957.60
,"Invoice","03/13/2018","CHAPEL HATS","408923","BB2205",-12,"",900,1.05,945.00
,"Invoice","04/03/2018","FINISHING TOUCHES (NEW)","409103","BB2205",-12,"",888,1.05,932.40
,"Invoice","04/11/2018","CHAPEL HATS","409237","BB2205",-12,"",876,1.05,919.80
,"Invoice","05/22/2018","THE MAN CAVE(AUDREY'S BOUTIQUE)","409527","BB2205",-12,"",864,1.05,907.20
,"Invoice","05/31/2018","S/EPOCH","409590","BB2205",-144,"",720,1.05,756.00
,"Invoice","06/13/2018","HAND BAG WORLD","409679","BB2205",-12,"",708,1.05,743.40
,"Invoice","06/22/2018","CHAPEL HATS","409729","BB2205",-12,"",696,1.05,730.80
,"Invoice","08/07/2018","S/EPOCH","409987","BB2205",-48,"",648,1.05,680.40
,"Invoice","11/01/2018","WHATAWEAR","410700","BB2205",-12,"",636,1.05,667.80
,"Invoice","01/18/2019","SUN AND SAND BEACHWEAR","411434","BB2205",-12,"",624,1.05,655.20
,"Invoice","02/28/2019","GRUPO TOVA","411528","BB2205",-48,"",576,1.05,604.80
,"Invoice","04/12/2019","YOCHIM ASSOCIATES","412023","BB2205",-12,"",564,1.05,592.20
,"Invoice","05/03/2019","GABRIEL BROTHERS (GABE'S)","412030","BB2205",-144,"",420,1.05,441.00
,"Invoice","05/05/2019","S/EPOCH","412645","BB2205",-48,"",372,1.05,390.60
,"Invoice","06/12/2019","AC SOUVENIRS","412485","BB2205",-12,"",360,1.05,378.00
,"Invoice","06/13/2019","BLUE-BYRD'S HABERDASHERY & MUSIC","412498","BB2205",-12,"",348,1.05,365.40
,"Invoice","06/14/2019","SOULED OUT T-SHIRTS LLC","412508","BB2205",-12,"",336,1.05,352.80
,"Invoice","06/18/2019","HOT SPRINGS HAT COMPANY","412515","BB2205",-12,"",324,1.05,340.20
,"Invoice","06/18/2019","SEASIDE MOSTLY HATS","412524","BB2205",-12,"",312,1.05,327.60
,"Invoice","06/26/2019","MOTHERLAND IMPORTS","412594","BB2205",-12,"",300,1.05,315.00
,"Invoice","08/02/2019","S/EPOCH","412796","BB2205",-48,"",252,1.05,264.60
,"Invoice","08/13/2019","HOT SPRINGS HAT COMPANY","412843","BB2205",-12,"",240,1.05,252.00
,"Invoice","10/17/2019","WAVE RIDING VEHICLES","413494","BB2205",-12,"",228,1.05,239.40
,"Item Receipt","11/04/2019","RETURN","summer return","BB2205",90,94.50,318,1.05,333.90
,"Invoice","01/02/2020","MAIN STREET GIFTS @ DENVER HEALTH","414235","BB2205",-12,"",306,1.05,321.30
,"Invoice","03/10/2020","TOPWIN CORPORATION","414539","BB2205",-36,"",270,1.05,283.50
,"Invoice","04/22/2020","PHOENIX LEATHER GOODS","414769","BB2205",-36,"",234,1.05,245.70
,"Invoice","05/26/2020","C&L APPAREL & HOSIERY","414874","BB2205",-12,"",222,1.05,233.10
,"Invoice","05/28/2020","SEASON'S BEST 2","414899","BB2205",-12,"",210,1.05,220.50
,"Invoice","06/02/2020","SEASIDE MOSTLY HATS","414929","BB2205",-12,"",198,1.05,207.90
,"Invoice","07/09/2020","LEATHER DEPOT","415205","BB2205",-12,"",186,1.05,195.30
,"Invoice","08/12/2020","LEATHER DEPOT","415421","BB2205",-12,"",174,1.05,182.70
,"Invoice","01/11/2021","LEATHER DEPOT","416779","BB2205",-12,"",162,1.05,170.10
,"Invoice","02/08/2021","E & E BABY COUTURE","416931","BB2205",-12,"",150,1.05,157.50
,"Invoice","04/09/2021","C & M OUTLET","417303","BB2205",-12,"",138,1.05,144.90
,"Invoice","04/30/2021","SILVER SUN","417752","BB2205",-12,"",126,1.05,132.30
,"Invoice","05/18/2021","NAM'S GIFT SHOP","417902","BB2205",-35,"",91,1.05,95.55
,"Inventory Adjust","06/17/2021",,"1159","BB2205",-91,"",0,1.05,0.00
,"Invoice","08/01/2023","S&A LEATHERS INC","426474","BB2205",-1,"",-1,1.05,-1.05
,"Inventory Adjust","09/07/2023",,"1403","BB2205",1,"",0,1.05,0.00
"Total BB2205 (KIDS BUCKET HATS)",,,,,,,,0.00,,0.00
"BB2782 (KIDS HAT, MIX COLOR & SIZE)",,,,,,,,"",,""
,"Item Receipt","03/23/2018","EPOCH","736 ZHAO","BB2782",1728,0.00,1728,0.00,0.00
,"Invoice","03/26/2018","S/EPOCH","409050","BB2782",-144,"",1584,0.00,0.00
,"Invoice","03/29/2018","SEASIDE MOSTLY HATS","409102","BB2782",-12,"",1572,0.00,0.00
,"Invoice","03/30/2018","SEPARATELY SWIMWEAR","409121","BB2782",-24,"",1548,0.00,0.00
,"Invoice","04/03/2018","THE OLD TOWN HAT SHOP","409077","BB2782",-12,"",1536,0.00,0.00
,"Invoice","04/03/2018","OCEAN WEAR & BOARDWALK BEACHWEAR","409156","BB2782",-24,"",1512,0.00,0.00
,"Invoice","04/11/2018","DIVERSIONS","409240","BB2782",-24,"",1488,0.00,0.00
,"Invoice","04/12/2018","CANNON BEACH CLOTHING","409094","BB2782",-12,"",1476,0.00,0.00
,"Invoice","04/17/2018","BERKELEY HAT CO.","409248","BB2782",-12,"",1464,0.00,0.00
,"Invoice","04/25/2018","HIGH COUNTRY LEATHERS","409344","BB2782",-12,"",1452,0.00,0.00
,"Invoice","05/09/2018","MUD PUDDLE MERCANTILE","409440","BB2782",-24,"",1428,0.00,0.00
,"Invoice","05/18/2018","HAT COMPANY OF LAS VEGAS","409515","BB2782",-12,"",1416,0.00,0.00
,"Invoice","05/18/2018","MYJOBS ACCESSORIES","409518","BB2782",-12,"",1404,0.00,0.00
,"Invoice","05/19/2018","S/EPOCH","409885","BB2782",-48,"",1356,0.00,0.00
,"Invoice","05/30/2018","FRANNIES FOLLIES","409581","BB2782",-12,"",1344,0.00,0.00
,"Invoice","06/01/2018","CHAPEL HATS","409603","BB2782",-12,"",1332,0.00,0.00
,"Invoice","06/01/2018","CHAPEL HATS","409604","BB2782",-12,"",1320,0.00,0.00
,"Invoice","06/21/2018","PRIMA DONNA","409728","BB2782",-12,"",1308,0.00,0.00
,"Invoice","07/03/2018","SEASIDE MOSTLY HATS","409797","BB2782",-12,"",1296,0.00,0.00
,"Invoice","07/24/2018","ROCKY MOUNTAIN TOPS (EB)","409901","BB2782",-12,"",1284,0.00,0.00
,"Invoice","09/05/2018","ECHELON INTERNATIONAL INC","410096","BB2782",-24,"",1260,0.00,0.00
,"Invoice","02/28/2019","GRUPO TOVA","411528","BB2782",-144,"",1116,0.00,0.00
,"Invoice","03/22/2019","BOARDWALK BEACHWEAR","411839","BB2782",-36,"",1080,0.00,0.00
,"Invoice","04/01/2019","3M COLLECTION (EUNICE)","411897","BB2782",-12,"",1068,0.00,0.00
,"Invoice","04/12/2019","CANNON BEACH CLOTHING","412022","BB2782",-12,"",1056,0.00,0.00
,"Invoice","04/18/2019","SEASIDE MOSTLY HATS","412088","BB2782",-12,"",1044,0.00,0.00
,"Invoice","04/23/2019","DIVERSIONS","412104","BB2782",-12,"",1032,0.00,0.00
,"Invoice","05/28/2019","HATS ETC/DBA-A HAT FOR EVERY HEAD","412365","BB2782",-12,"",1020,0.00,0.00
,"Invoice","05/29/2019","FRANNIES FOLLIES","412384","BB2782",-12,"",1008,0.00,0.00
,"Invoice","08/22/2019","SEASIDE MOSTLY HATS","412898","BB2782",-12,"",996,0.00,0.00
,"Item Receipt","11/04/2019","RETURN","summer return","BB2782",18,0.00,1014,0.00,0.00
,"Invoice","02/14/2020","PUTTIN ON THE HATS","414459","BB2782",-12,"",1002,0.00,0.00
,"Invoice","05/20/2020","PLAZA SPORTS","414839","BB2782",-12,"",990,0.00,0.00
,"Invoice","06/12/2020","PETALS+TWIGS","414953","BB2782",0,"",990,0.00,0.00
,"Invoice","06/29/2020","SEASIDE MOSTLY HATS","415114","BB2782",-12,"",978,0.00,0.00
,"Invoice","07/10/2020","LAM DISTRIBUTOR & SALES","415224","BB2782",-12,"",966,0.00,0.00
,"Invoice","07/15/2020","SHOP 99 LTD","415153","BB2782",-72,"",894,0.00,0.00
,"Invoice","08/25/2020","SEASIDE MOSTLY HATS","415482","BB2782",-12,"",882,0.00,0.00
,"Invoice","09/03/2020","LEATHER DEPOT","415530","BB2782",-12,"",870,0.00,0.00
,"Invoice","01/11/2021","LEATHER DEPOT","416779","BB2782",-12,"",858,0.00,0.00
,"Invoice","02/08/2021","E & E BABY COUTURE","416931","BB2782",-12,"",846,0.00,0.00
,"Invoice","03/29/2021","DEEP BLUE BOUTIQUE","417321","BB2782",-12,"",834,0.00,0.00
,"Invoice","05/04/2021","BARGAIN UNLIMITED","417800","BB2782",-12,"",822,0.00,0.00
,"Invoice","06/18/2021","LUCY'S HANDMADE CLOTHING SHOP","418344","BB2782",-12,"",810,0.00,0.00
,"Invoice","06/21/2021","HOT SPRINGS HAT COMPANY","418364","BB2782",-12,"",798,0.00,0.00
,"Invoice","06/29/2021","HAT EMPORIUM","418490","BB2782",-12,"",786,0.00,0.00
,"Invoice","07/22/2021","SEASIDE MOSTLY HATS","418671","BB2782",-12,"",774,0.00,0.00
,"Invoice","08/20/2021","LEATHER DEPOT","418972","BB2782",-12,"",762,0.00,0.00
,"Invoice","02/24/2022","DEEP BLUE BOUTIQUE","421012","BB2782",-24,"",738,0.00,0.00
,"Invoice","04/11/2022","CANNON BEACH CLOTHING","421140","BB2782",-24,"",714,0.00,0.00
,"Invoice","04/19/2022","SHOP 99 LTD","421650","BB2782",-48,"",666,0.00,0.00
,"Invoice","04/21/2022","PLAZA SPORTS","421752","BB2782",-36,"",630,0.00,0.00
,"Invoice","04/27/2022","HALF MOON ENTERPRISES","421460","BB2782",-24,"",606,0.00,0.00
,"Invoice","04/27/2022","BRIDGE STREET BAZAAR","421840","BB2782",-12,"",594,0.00,0.00
,"Invoice","05/04/2022","SEASIDE MOSTLY HATS","421920","BB2782",-12,"",582,0.00,0.00
,"Invoice","06/09/2022","SILVER SUN","422295","BB2782",-24,"",558,0.00,0.00
,"Invoice","06/13/2022","IT'S HATS","422350","BB2782",-12,"",546,0.00,0.00
,"Invoice","06/20/2022","LUCY'S HANDMADE CLOTHING SHOP","422395","BB2782",-12,"",534,0.00,0.00
,"Invoice","06/27/2022","AMERICAN GENTLEMAN (SHIRT SHACK)","422458","BB2782",-12,"",522,0.00,0.00
,"Invoice","06/30/2022","B+W MERCHANDISE","422503","BB2782",-12,"",510,0.00,0.00
,"Invoice","07/05/2022","SEASIDE MOSTLY HATS","422518","BB2782",-12,"",498,0.00,0.00
,"Invoice","02/08/2023","HIGH COUNTRY LEATHERS","424804","BB2782",-24,"",474,0.00,0.00
,"Invoice","02/09/2023","E & E BABY COUTURE","424819","BB2782",-12,"",462,0.00,0.00
,"Invoice","03/24/2023","CANNON BEACH CLOTHING","425278","BB2782",-24,"",438,0.00,0.00
,"Invoice","04/19/2023","ROSS SALES","425524","BB2782",-12,"",426,0.00,0.00
,"Invoice","06/23/2023","BERNABEL TRADING","426108","BB2782",-36,"",390,0.00,0.00
,"Invoice","08/01/2023","S&A LEATHERS INC","426474","BB2782",-1,"",389,0.00,0.00
,"Invoice","04/16/2024","CANNON BEACH CLOTHING","428586","BB2782",-24,"",365,0.00,0.00
,"Invoice","06/05/2024","BRIDGE STREET BAZAAR","428990","BB2782",-12,"",353,0.00,0.00
,"Invoice","03/18/2025","LUCY'S HANDMADE CLOTHING SHOP","430986","BB2782",-12,"",341,0.00,0.00
,"Invoice","07/09/2025","E & E BABY COUTURE","431722","BB2782",-12,"",329,0.00,0.00
,"Invoice","05/11/2026","BARGAIN UNLIMITED","433679","BB2782",-12,"",317,0.00,0.00
,"Invoice","06/30/2026","FRANNIES FOLLIES","433934","BB2782",-12,"",305,0.00,0.00
"Total BB2782 (KIDS HAT, MIX COLOR & SIZE)",,,,,,,,305.00,,0.00
"BB2783 (KIDS HAT, MIX COLOR & SIZE)",,,,,,,,"",,""
,"Item Receipt","03/23/2018","EPOCH","736 ZHAO","BB2783",1728,0.00,1728,0.00,0.00
,"Invoice","03/26/2018","S/EPOCH","409050","BB2783",-144,"",1584,0.00,0.00
,"Invoice","03/30/2018","SEPARATELY SWIMWEAR","409121","BB2783",-24,"",1560,0.00,0.00
,"Invoice","04/03/2018","OCEAN WEAR & BOARDWALK BEACHWEAR","409156","BB2783",-24,"",1536,0.00,0.00
,"Invoice","04/05/2018","SHOP IT FASHION","409163","BB2783",-12,"",1524,0.00,0.00
,"Invoice","04/12/2018","CANNON BEACH CLOTHING","409094","BB2783",-12,"",1512,0.00,0.00
,"Invoice","04/17/2018","BERKELEY HAT CO.","409248","BB2783",-12,"",1500,0.00,0.00
,"Invoice","05/09/2018","MUD PUDDLE MERCANTILE","409440","BB2783",-24,"",1476,0.00,0.00
,"Invoice","05/09/2018","S/EPOCH","409817","BB2783",-48,"",1428,0.00,0.00
,"Invoice","05/10/2018","BLUE-BYRD'S HABERDASHERY & MUSIC","409456","BB2783",-12,"",1416,0.00,0.00
,"Invoice","05/17/2018","OCCASIONS GIFT GIVING","409494","BB2783",-12,"",1404,0.00,0.00
,"Invoice","05/18/2018","HAT COMPANY OF LAS VEGAS","409515","BB2783",-12,"",1392,0.00,0.00
,"Invoice","05/18/2018","MYJOBS ACCESSORIES","409518","BB2783",-12,"",1380,0.00,0.00
,"Invoice","05/30/2018","FRANNIES FOLLIES","409581","BB2783",-12,"",1368,0.00,0.00
,"Invoice","05/31/2018","S/EPOCH","409590","BB2783",-144,"",1224,0.00,0.00
,"Invoice","05/31/2018","NAM'S GIFT SHOP","409595","BB2783",-36,"",1188,0.00,0.00
,"Invoice","06/11/2018","HATS ETC/DBA-A HAT FOR EVERY HEAD","409651","BB2783",-12,"",1176,0.00,0.00
,"Invoice","06/18/2018","SEASIDE MOSTLY HATS","409690","BB2783",-12,"",1164,0.00,0.00
,"Invoice","06/21/2018","PRIMA DONNA","409728","BB2783",-12,"",1152,0.00,0.00
,"Invoice","06/26/2018","HATS ETC/DBA-A HAT FOR EVERY HEAD","409755","BB2783",-12,"",1140,0.00,0.00
,"Invoice","06/26/2018","LOLA STAR","409761","BB2783",-12,"",1128,0.00,0.00
,"Invoice","07/02/2018","DEEP BLUE BOUTIQUE","409789","BB2783",-12,"",1116,0.00,0.00
,"Invoice","07/03/2018","SEASIDE MOSTLY HATS","409797","BB2783",-12,"",1104,0.00,0.00
,"Invoice","07/06/2018","J&S PETRO INC","409810","BB2783",-12,"",1092,0.00,0.00
,"Invoice","07/12/2018","CHARN COLLECTION (MALEES)","409846","BB2783",-12,"",1080,0.00,0.00
,"Invoice","08/01/2018","LOLA STAR","409950","BB2783",-12,"",1068,0.00,0.00
,"Invoice","08/02/2018","NAM'S GIFT SHOP","409959","BB2783",-36,"",1032,0.00,0.00
,"Invoice","08/03/2018","S/EPOCH","409955","BB2783",-72,"",960,0.00,0.00
,"Invoice","09/05/2018","ECHELON INTERNATIONAL INC","410096","BB2783",-24,"",936,0.00,0.00
,"Invoice","02/26/2019","MERCY GIFT SHOP","411634","BB2783",-12,"",924,0.00,0.00
,"Invoice","02/28/2019","GRUPO TOVA","411528","BB2783",-144,"",780,0.00,0.00
,"Invoice","03/18/2019","SEASIDE MOSTLY HATS","411798","BB2783",-12,"",768,0.00,0.00
,"Invoice","03/22/2019","COHO BAGS","411830","BB2783",-36,"",732,0.00,0.00
,"Invoice","03/22/2019","BOARDWALK BEACHWEAR","411839","BB2783",-36,"",696,0.00,0.00
,"Invoice","03/29/2019","BLACK CAT HATS","411907","BB2783",-12,"",684,0.00,0.00
,"Invoice","04/01/2019","3M COLLECTION (EUNICE)","411897","BB2783",-24,"",660,0.00,0.00
,"Invoice","04/03/2019","HATS GALORE (PA)","411937","BB2783",-12,"",648,0.00,0.00
,"Invoice","04/12/2019","CANNON BEACH CLOTHING","412022","BB2783",-24,"",624,0.00,0.00
,"Invoice","04/16/2019","SHOP 99 LTD","412006","BB2783",-48,"",576,0.00,0.00
,"Invoice","04/18/2019","SEASIDE MOSTLY HATS","412088","BB2783",-12,"",564,0.00,0.00
,"Invoice","04/22/2019","ADELINE STUDIO","411952","BB2783",-24,"",540,0.00,0.00
,"Invoice","04/23/2019","DIVERSIONS","412104","BB2783",-24,"",516,0.00,0.00
,"Invoice","05/03/2019","GABRIEL BROTHERS (GABE'S)","412030","BB2783",-288,"",228,0.00,0.00
,"Invoice","05/27/2019","S/EPOCH","412599","BB2783",-48,"",180,0.00,0.00
,"Invoice","05/29/2019","FRANNIES FOLLIES","412384","BB2783",-12,"",168,0.00,0.00
,"Invoice","05/31/2019","S/EPOCH","412393","BB2783",-72,"",96,0.00,0.00
,"Invoice","06/12/2019","AC SOUVENIRS","412485","BB2783",-12,"",84,0.00,0.00
,"Invoice","06/14/2019","SOULED OUT T-SHIRTS LLC","412508","BB2783",-12,"",72,0.00,0.00
,"Invoice","06/19/2019","HATS ETC/DBA-A HAT FOR EVERY HEAD","412534","BB2783",-12,"",60,0.00,0.00
,"Invoice","06/24/2019","99 UNLIMITED","412577","BB2783",-12,"",48,0.00,0.00
,"Invoice","06/25/2019","H&K SALES","412586","BB2783",-12,"",36,0.00,0.00
,"Invoice","07/22/2019","FREAKY TIKI TEEZ (DE)","412743","BB2783",-12,"",24,0.00,0.00
,"Invoice","07/22/2019","JUAN MONCAYO","412744","BB2783",-26,"",-2,0.00,0.00
,"Item Receipt","11/04/2019","RETURN","summer return","BB2783",42,0.00,40,0.00,0.00
,"Item Receipt","11/04/2019","RETURN","summer return","BB2783",71,0.00,111,0.00,0.00
,"Inventory Adjust","09/05/2020",,"1033","BB2783",-111,"",0,0.00,0.00
"Total BB2783 (KIDS HAT, MIX COLOR & SIZE)",,,,,,,,0.00,,0.00
"BB2784 (BABY HAT, GIRLS TODDLER KIDS MIX SIZE)",,,,,,,,"",,""
,"Item Receipt","03/23/2018","EPOCH","736 ZHAO","BB2784",840,0.00,840,0.00,0.00
,"Invoice","03/26/2018","S/EPOCH","409050","BB2784",-144,"",696,0.00,0.00
,"Invoice","03/29/2018","CHAPEL HATS","409074","BB2784",-12,"",684,0.00,0.00
,"Invoice","03/29/2018","SEASIDE MOSTLY HATS","409102","BB2784",-12,"",672,0.00,0.00
,"Invoice","04/05/2018","SHOP IT FASHION","409163","BB2784",-12,"",660,0.00,0.00
,"Invoice","04/10/2018","CLASSIC COLLECTION HATS","409211","BB2784",-12,"",648,0.00,0.00
,"Invoice","04/11/2018","CHAPEL HATS","409238","BB2784",-12,"",636,0.00,0.00
,"Invoice","04/12/2018","CANNON BEACH CLOTHING","409094","BB2784",-12,"",624,0.00,0.00
,"Invoice","04/16/2018","ECHELON INTERNATIONAL INC","409274","BB2784",-12,"",612,0.00,0.00
,"Invoice","04/25/2018","CHAPEL HATS","409337","BB2784",-12,"",600,0.00,0.00
,"Invoice","04/25/2018","HATS ETC/DBA-A HAT FOR EVERY HEAD","409348","BB2784",-12,"",588,0.00,0.00
,"Invoice","05/09/2018","MUD PUDDLE MERCANTILE","409440","BB2784",-12,"",576,0.00,0.00
,"Invoice","05/10/2018","CHAPEL HATS","409448","BB2784",-12,"",564,0.00,0.00
,"Invoice","05/14/2018","S/EPOCH","409659","BB2784",-144,"",420,0.00,0.00
,"Invoice","05/30/2018","FRANNIES FOLLIES","409581","BB2784",-12,"",408,0.00,0.00
,"Invoice","05/31/2018","NAM'S GIFT SHOP","409595","BB2784",-24,"",384,0.00,0.00
,"Invoice","06/26/2018","LOLA STAR","409761","BB2784",-12,"",372,0.00,0.00
,"Invoice","08/01/2018","LOLA STAR","409950","BB2784",-12,"",360,0.00,0.00
,"Invoice","08/10/2018","CLASSIC COLLECTION HATS","409978","BB2784",-12,"",348,0.00,0.00
,"Invoice","09/20/2018","LEATHER DEPOT","410229","BB2784",-12,"",336,0.00,0.00
,"Item Receipt","10/18/2018","epoch store","return on Oct 2","BB2784",96,0.00,432,0.00,0.00
,"Invoice","02/22/2019","KORY MERCANTILE CO","411608","BB2784",-12,"",420,0.00,0.00
,"Invoice","03/08/2019","CLASSIC COLLECTION HATS","411542","BB2784",-12,"",408,0.00,0.00
,"Invoice","04/16/2019","SHOP 99 LTD","412006","BB2784",-24,"",384,0.00,0.00
,"Invoice","05/09/2019","S/EPOCH","412257","BB2784",-36,"",348,0.00,0.00
,"Invoice","05/22/2019","PANORAMA GIFT","412342","BB2784",-12,"",336,0.00,0.00
,"Invoice","05/23/2019","HOT SPRINGS HAT COMPANY","412354","BB2784",-12,"",324,0.00,0.00
,"Invoice","05/31/2019","S/EPOCH","412393","BB2784",-72,"",252,0.00,0.00
,"Invoice","06/12/2019","AC SOUVENIRS","412485","BB2784",-12,"",240,0.00,0.00
,"Invoice","06/18/2019","HOT SPRINGS HAT COMPANY","412515","BB2784",-12,"",228,0.00,0.00
,"Invoice","06/26/2019","MOTHERLAND IMPORTS","412594","BB2784",-12,"",216,0.00,0.00
,"Invoice","07/11/2019","HOT SPRINGS HAT COMPANY","412688","BB2784",-24,"",192,0.00,0.00
,"Item Receipt","11/04/2019","RETURN","summer return","BB2784",83,0.00,275,0.00,0.00
,"Item Receipt","11/04/2019","RETURN","summer return","BB2784",96,0.00,371,0.00,0.00
,"Invoice","03/05/2020","BOP TO TOTTOM, LLC (W)","414625","BB2784",-12,"",359,0.00,0.00
,"Invoice","06/02/2020","SEASIDE MOSTLY HATS","414929","BB2784",-12,"",347,0.00,0.00
,"Invoice","06/29/2020","SEASIDE MOSTLY HATS","415114","BB2784",-24,"",323,0.00,0.00
,"Invoice","08/20/2020","BLUE-BYRD'S HABERDASHERY & MUSIC","415461","BB2784",-12,"",311,0.00,0.00
,"Inventory Adjust","09/05/2020",,"1016","BB2784",-167,"",144,0.00,0.00
,"Invoice","02/08/2021","E & E BABY COUTURE","416931","BB2784",-12,"",132,0.00,0.00
,"Invoice","05/10/2021","HOT SPRINGS HAT COMPANY","417849","BB2784",-24,"",108,0.00,0.00
,"Invoice","05/18/2021","NAM'S GIFT SHOP","417902","BB2784",-36,"",72,0.00,0.00
,"Invoice","05/18/2021","SEASIDE MOSTLY HATS","417931","BB2784",-12,"",60,0.00,0.00
,"Invoice","07/22/2021","SEASIDE MOSTLY HATS","418671","BB2784",-12,"",48,0.00,0.00
,"Invoice","09/09/2021","HOT SPRINGS HAT COMPANY","419133","BB2784",-24,"",24,0.00,0.00
,"Invoice","10/19/2021","HOT SPRINGS HAT COMPANY","419629","BB2784",-12,"",12,0.00,0.00
,"Item Receipt","03/07/2022","epoch store",,"BB2784",36,0.00,48,0.00,0.00
,"Invoice","03/21/2022","SEASIDE MOSTLY HATS","421361","BB2784",-12,"",36,0.00,0.00
,"Invoice","05/11/2022","MACKITE","422034","BB2784",-12,"",24,0.00,0.00
,"Inventory Adjust","07/09/2022",,"1333","BB2784",-24,"",0,0.00,0.00
,"Bill","11/01/2023","epoch store",,"BB2784",12,0.00,12,0.00,0.00
,"Invoice","05/31/2024","STITCH BY STITCH (MA)","428980","BB2784",-12,"",0,0.00,0.00
"Total BB2784 (BABY HAT, GIRLS TODDLER KIDS MIX SIZE)",,,,,,,,0.00,,0.00
"BB2785 (BABY HAT, BOYS GIRLS TODDLE KIDS MIX SIZE)",,,,,,,,"",,""
,"Item Receipt","03/23/2018","EPOCH","736 ZHAO","BB2785",840,0.00,840,0.00,0.00
,"Invoice","03/26/2018","S/EPOCH","409050","BB2785",-144,"",696,0.00,0.00
,"Invoice","03/27/2018","CHAPEL HATS","409076","BB2785",-12,"",684,0.00,0.00
,"Invoice","03/29/2018","CHAPEL HATS","409074","BB2785",-12,"",672,0.00,0.00
,"Invoice","03/30/2018","SEPARATELY SWIMWEAR","409121","BB2785",-12,"",660,0.00,0.00
,"Invoice","04/03/2018","THE OLD TOWN HAT SHOP","409077","BB2785",-12,"",648,0.00,0.00
,"Invoice","04/05/2018","SHOP IT FASHION","409163","BB2785",-12,"",636,0.00,0.00
,"Invoice","04/10/2018","CLASSIC COLLECTION HATS","409211","BB2785",-12,"",624,0.00,0.00
,"Invoice","04/16/2018","ECHELON INTERNATIONAL INC","409274","BB2785",-12,"",612,0.00,0.00
,"Invoice","05/09/2018","MUD PUDDLE MERCANTILE","409440","BB2785",-12,"",600,0.00,0.00
,"Invoice","05/14/2018","S/EPOCH","409659","BB2785",-144,"",456,0.00,0.00
,"Invoice","05/30/2018","FRANNIES FOLLIES","409581","BB2785",-12,"",444,0.00,0.00
,"Invoice","05/31/2018","NAM'S GIFT SHOP","409595","BB2785",-24,"",420,0.00,0.00
,"Invoice","06/01/2018","CHAPEL HATS","409604","BB2785",-12,"",408,0.00,0.00
,"Invoice","06/12/2018","ROCKY MOUNTAIN TOPS (EB)","409664","BB2785",-12,"",396,0.00,0.00
,"Invoice","06/26/2018","LOLA STAR","409761","BB2785",-12,"",384,0.00,0.00
,"Invoice","08/01/2018","LOLA STAR","409950","BB2785",-12,"",372,0.00,0.00
,"Invoice","08/10/2018","CLASSIC COLLECTION HATS","409978","BB2785",-12,"",360,0.00,0.00
,"Invoice","09/20/2018","LEATHER DEPOT","410229","BB2785",-12,"",348,0.00,0.00
