,"Type","Date","Name","Num","Item","Qty","Cost","On Hand","Avg Cost","Asset Value"
"Inventory",,,,,,,,"",,""
"0331/KHAKI S/M (FELT IVY, KHAKI)",,,,,,,,"",,""
,"Invoice","07/09/2014","CELEBRITY STYLE","28722","BK1979",-12,"",1308,0.00,0.00
,"Invoice","07/09/2014","AROUND AGAIN","28725","BK1979",-12,"",1296,0.00,0.00
,"Invoice","07/10/2014","THE RUNWAY","28726","BK1979",-24,"",1272,0.00,0.00
,"Invoice","07/11/2014","S/EPOCH","28734","BK1979",-336,"",936,0.00,0.00
,"Invoice","07/14/2014","SAN LEE TRADING","28733","BK1979",-360,"",576,0.00,0.00
,"Invoice","07/14/2014","GRASSHOPPER","28745","BK1979",-72,"",504,0.00,0.00
,"Invoice","07/14/2014","SUN TRADING","28742","BK1979",-6,"",498,0.00,0.00
,"Invoice","07/15/2014","THE RUNWAY","28750","BK1979",-108,"",390,0.00,0.00
,"Invoice","07/15/2014","CHERRY LAKE II, INC","28752","BK1979",-12,"",378,0.00,0.00
,"Invoice","07/15/2014","CELEBRITY STYLE","28755","BK1979",-24,"",354,0.00,0.00
,"Invoice","07/16/2014","S/EPOCH","28741","BK1979",-174,"",180,0.00,0.00
,"Invoice","07/17/2014","ANTHONY FLY FLAVORS - NO C.O.D","28720","BK1979",-12,"",168,0.00,0.00
,"Invoice","07/18/2014","my place","28766","BK1979",-72,"",96,0.00,0.00
,"Invoice","07/21/2014","THE RUNWAY","28773","BK1979",-96,"",0,0.00,0.00
"Total BK1979 (BUCKET HATS, ASSORTED(4PINK,4BLUE, 4 ORANGE))",,,,,,,,0.00,,0.00
"BK2059 (BUCKET HAT, ASSORTED(3BLUE, 3TAN, 3PURPLE, 3 OG))",,,,,,,,"",,""
,"Invoice","06/17/2014","S/EPOCH","28599","BK2059",-336,"",-336,0.00,0.00
,"Item Receipt","06/18/2014","EPOCH",,"BK2059",1344,0.00,1008,0.00,0.00
,"Invoice","06/18/2014","NY FASHION 101","28607","BK2059",-48,"",960,0.00,0.00
,"Invoice","06/23/2014","SAN LEE TRADING","28628","BK2059",-24,"",936,0.00,0.00
,"Invoice","06/24/2014","SHORE SIDE SHOP","28634","BK2059",-600,"",336,0.00,0.00
,"Invoice","06/25/2014","THE EDGE APPAREL 2","28639","BK2059",-12,"",324,0.00,0.00
,"Invoice","06/25/2014","NY FASHION 101","28642","BK2059",-324,"",0,0.00,0.00
,"Invoice","07/02/2014","PRIMA DONNA","28676","BK2059",-36,"",-36,0.00,0.00
,"Invoice","07/02/2014","GRASSHOPPER","28678","BK2059",-24,"",-60,0.00,0.00
,"Invoice","07/02/2014","TWISTED FISH (W)","28679","BK2059",-12,"",-72,0.00,0.00
,"Invoice","07/02/2014","S/EPOCH","28681","BK2059",-144,"",-216,0.00,0.00
,"Item Receipt","07/02/2014","EPOCH","14hy08110113","BK2059",1536,0.00,1320,0.00,0.00
,"Invoice","07/02/2014","PLAZA SPORTS","28682","BK2059",-12,"",1308,0.00,0.00
,"Invoice","07/02/2014","OCEAN WAVE","28683","BK2059",-240,"",1068,0.00,0.00
,"Invoice","07/02/2014","OKUTANI CORPORATION","28684","BK2059",-12,"",1056,0.00,0.00
,"Invoice","07/02/2014","KIMON LLC","28686","BK2059",-360,"",696,0.00,0.00
,"Invoice","07/07/2014","CHERRY LAKE II, INC","28695","BK2059",-12,"",684,0.00,0.00
,"Invoice","07/07/2014","NY FASHION 101","28696","BK2059",-168,"",516,0.00,0.00
,"Invoice","07/07/2014","TWISTED FISH (W)","28700","BK2059",-24,"",492,0.00,0.00
,"Invoice","07/07/2014","OCEAN WAVE","28703","BK2059",0,"",492,0.00,0.00
,"Invoice","07/09/2014","ANTHONY FLY FLAVORS - NO C.O.D","28718","BK2059",-24,"",468,0.00,0.00
,"Invoice","07/09/2014","CELEBRITY STYLE","28722","BK2059",-12,"",456,0.00,0.00
,"Invoice","07/10/2014","THE RUNWAY","28726","BK2059",-48,"",408,0.00,0.00
,"Invoice","07/11/2014","S/EPOCH","28734","BK2059",-336,"",72,0.00,0.00
,"Invoice","07/14/2014","SUN TRADING","28742","BK2059",-12,"",60,0.00,0.00
,"Invoice","07/14/2014","GRASSHOPPER","28745","BK2059",-36,"",24,0.00,0.00
,"Invoice","07/17/2014","ANTHONY FLY FLAVORS - NO C.O.D","28720","BK2059",-24,"",0,0.00,0.00
,"Invoice","07/28/2014","S/EPOCH","28792","BK2059",-1152,"",-1152,0.00,0.00
,"Invoice","07/28/2014","THE RUNWAY","28793","BK2059",-60,"",-1212,0.00,0.00
,"Invoice","07/28/2014","AL'S GIFT SHOP","28797","BK2059",-72,"",-1284,0.00,0.00
,"Item Receipt","07/28/2014","PURCHASE CHINA","AIR.AIC-407003","BK2059",2880,0.00,1596,0.00,0.00
,"Invoice","07/29/2014","PIONEER APPAREL","28796","BK2059",-576,"",1020,0.00,0.00
,"Invoice","07/29/2014","SUN TRADING","28808","BK2059",-48,"",972,0.00,0.00
,"Invoice","07/30/2014","FINE JEWELRY(CLOSED)","28811","BK2059",-48,"",924,0.00,0.00
,"Invoice","07/30/2014","OCEAN WAVE","28812","BK2059",-120,"",804,0.00,0.00
,"Invoice","07/31/2014","THE RUNWAY","28818","BK2059",-24,"",780,0.00,0.00
,"Invoice","07/31/2014","CELEBRITY STYLE","28827","BK2059",-24,"",756,0.00,0.00
,"Invoice","08/04/2014","GRASSHOPPER","28800","BK2059",-48,"",708,0.00,0.00
,"Invoice","08/04/2014","TUTU HAT SHOP","28838","BK2059",-12,"",696,0.00,0.00
,"Invoice","08/05/2014","HATOPIA","28840","BK2059",-12,"",684,0.00,0.00
,"Invoice","08/05/2014","TWISTED FISH (W)","28842","BK2059",-36,"",648,0.00,0.00
,"Invoice","08/06/2014","THE RUNWAY","28849","BK2059",-24,"",624,0.00,0.00
,"Invoice","08/07/2014","AROUND AGAIN","28855","BK2059",-12,"",612,0.00,0.00
,"Invoice","08/11/2014","GRASSHOPPER","28879","BK2059",-48,"",564,0.00,0.00
,"Invoice","08/11/2014","THE RUNWAY","28884","BK2059",-24,"",540,0.00,0.00
,"Invoice","08/11/2014","HATOPIA","28885","BK2059",-24,"",516,0.00,0.00
,"Invoice","08/12/2014","CELEBRITY STYLE","28887","BK2059",-24,"",492,0.00,0.00
,"Invoice","08/14/2014","S/EPOCH","28909","BK2059",-288,"",204,0.00,0.00
,"Invoice","08/19/2014","WADE SHOW OFFICE","28928","BK2059",-204,"",0,0.00,0.00
"Total BK2059 (BUCKET HAT, ASSORTED(3BLUE, 3TAN, 3PURPLE, 3 OG))",,,,,,,,0.00,,0.00
"BK2060 (BUCKET HAT, ASSORTED(6BK, 3PINK, 3BLUE))",,,,,,,,"",,""
,"Invoice","06/17/2014","S/EPOCH","28599","BK2060",-336,"",-336,0.00,0.00
,"Item Receipt","06/18/2014","EPOCH",,"BK2060",1344,0.00,1008,0.00,0.00
,"Invoice","06/18/2014","NY FASHION 101","28607","BK2060",-48,"",960,0.00,0.00
,"Invoice","06/23/2014","SAN LEE TRADING","28628","BK2060",-72,"",888,0.00,0.00
,"Invoice","06/24/2014","SHORE SIDE SHOP","28634","BK2060",-600,"",288,0.00,0.00
,"Invoice","06/25/2014","THE EDGE APPAREL 2","28639","BK2060",-12,"",276,0.00,0.00
,"Invoice","06/25/2014","NY FASHION 101","28642","BK2060",-276,"",0,0.00,0.00
,"Invoice","07/02/2014","PRIMA DONNA","28676","BK2060",-36,"",-36,0.00,0.00
,"Invoice","07/02/2014","GRASSHOPPER","28678","BK2060",-24,"",-60,0.00,0.00
,"Invoice","07/02/2014","TWISTED FISH (W)","28679","BK2060",-12,"",-72,0.00,0.00
,"Invoice","07/02/2014","S/EPOCH","28681","BK2060",-144,"",-216,0.00,0.00
,"Item Receipt","07/02/2014","EPOCH","14hy08110113","BK2060",1499,0.00,1283,0.00,0.00
,"Invoice","07/02/2014","PLAZA SPORTS","28682","BK2060",-12,"",1271,0.00,0.00
,"Invoice","07/02/2014","OKUTANI CORPORATION","28684","BK2060",-12,"",1259,0.00,0.00
,"Invoice","07/07/2014","CHERRY LAKE II, INC","28695","BK2060",-12,"",1247,0.00,0.00
,"Invoice","07/07/2014","NY FASHION 101","28696","BK2060",-672,"",575,0.00,0.00
,"Invoice","07/07/2014","TUTU HAT SHOP","28699","BK2060",-12,"",563,0.00,0.00
,"Invoice","07/07/2014","TWISTED FISH (W)","28700","BK2060",-24,"",539,0.00,0.00
,"Invoice","07/08/2014","GRASSHOPPER","28709","BK2060",-96,"",443,0.00,0.00
,"Invoice","07/09/2014","AROUND AGAIN","28725","BK2060",-12,"",431,0.00,0.00
,"Invoice","07/10/2014","THE RUNWAY","28726","BK2060",-24,"",407,0.00,0.00
,"Invoice","07/10/2014","BEJEWELED YOUNG CORP","28727","BK2060",-12,"",395,0.00,0.00
,"Invoice","07/11/2014","S/EPOCH","28734","BK2060",-341,"",54,0.00,0.00
,"Invoice","07/14/2014","SUN TRADING","28742","BK2060",-6,"",48,0.00,0.00
,"Invoice","07/14/2014","GRASSHOPPER","28745","BK2060",-36,"",12,0.00,0.00
,"Invoice","07/17/2014","ANTHONY FLY FLAVORS - NO C.O.D","28720","BK2060",-12,"",0,0.00,0.00
,"Invoice","07/28/2014","S/EPOCH","28792","BK2060",-1152,"",-1152,0.00,0.00
,"Invoice","07/28/2014","THE RUNWAY","28793","BK2060",-60,"",-1212,0.00,0.00
,"Invoice","07/28/2014","AL'S GIFT SHOP","28797","BK2060",-72,"",-1284,0.00,0.00
,"Item Receipt","07/28/2014","PURCHASE CHINA","AIR.AIC-407003","BK2060",5760,0.00,4476,0.00,0.00
,"Invoice","07/29/2014","PIONEER APPAREL","28796","BK2060",-1152,"",3324,0.00,0.00
,"Invoice","07/29/2014","CHAOS BROTHERS UK LTD","28805","BK2060",-96,"",3228,0.00,0.00
,"Invoice","07/29/2014","SUN TRADING","28808","BK2060",-24,"",3204,0.00,0.00
,"Invoice","07/30/2014","SAN LEE TRADING","28810","BK2060",-288,"",2916,0.00,0.00
,"Invoice","07/30/2014","FINE JEWELRY(CLOSED)","28811","BK2060",-36,"",2880,0.00,0.00
,"Invoice","07/30/2014","OCEAN WAVE","28812","BK2060",-120,"",2760,0.00,0.00
,"Invoice","07/31/2014","THE RUNWAY","28818","BK2060",-24,"",2736,0.00,0.00
,"Invoice","07/31/2014","ISLAND VIEW INC.","28821","BK2060",-48,"",2688,0.00,0.00
,"Invoice","07/31/2014","CELEBRITY STYLE","28827","BK2060",-12,"",2676,0.00,0.00
,"Invoice","08/04/2014","GRASSHOPPER","28800","BK2060",-48,"",2628,0.00,0.00
,"Invoice","08/04/2014","OCEAN WAVE","28837","BK2060",-120,"",2508,0.00,0.00
,"Invoice","08/04/2014","TUTU HAT SHOP","28838","BK2060",-24,"",2484,0.00,0.00
,"Invoice","08/05/2014","HATOPIA","28840","BK2060",-12,"",2472,0.00,0.00
,"Invoice","08/05/2014","TWISTED FISH (W)","28842","BK2060",-36,"",2436,0.00,0.00
,"Invoice","08/05/2014","THE RUNWAY","28844","BK2060",-48,"",2388,0.00,0.00
,"Invoice","08/05/2014","OCEAN WAVE","28845","BK2060",0,"",2388,0.00,0.00
,"Invoice","08/05/2014","SHORE SIDE SHOP","28846","BK2060",-120,"",2268,0.00,0.00
,"Invoice","08/06/2014","THE RUNWAY","28849","BK2060",-24,"",2244,0.00,0.00
,"Invoice","08/06/2014","PRIMA DONNA","28850","BK2060",-72,"",2172,0.00,0.00
,"Invoice","08/08/2014","FREAKY TIKI TEEZ (DE)","28857","BK2060",-48,"",2124,0.00,0.00
,"Invoice","08/11/2014","GRASSHOPPER","28879","BK2060",-48,"",2076,0.00,0.00
,"Invoice","08/11/2014","THE RUNWAY","28884","BK2060",-24,"",2052,0.00,0.00
,"Invoice","08/11/2014","HATOPIA","28885","BK2060",-24,"",2028,0.00,0.00
,"Invoice","08/12/2014","CELEBRITY STYLE","28887","BK2060",-24,"",2004,0.00,0.00
,"Invoice","08/14/2014","S/EPOCH","28909","BK2060",-288,"",1716,0.00,0.00
,"Invoice","08/19/2014","GREAT TREE HANDICRAFTS","28927","BK2060",-24,"",1692,0.00,0.00
,"Invoice","08/20/2014","S/EPOCH","28933","BK2060",-576,"",1116,0.00,0.00
,"Invoice","08/20/2014","AL'S GIFT SHOP","28935","BK2060",-48,"",1068,0.00,0.00
,"Invoice","08/21/2014","GRASSHOPPER","28943","BK2060",-48,"",1020,0.00,0.00
,"Invoice","08/26/2014","NEW H CLOTHING(sunshine handicrafi)","28970","BK2060",-72,"",948,0.00,0.00
,"Invoice","08/27/2014","CHAOS BROTHERS UK LTD","28973","BK2060",-288,"",660,0.00,0.00
,"Invoice","09/03/2014","GRASSHOPPER","28994","BK2060",-24,"",636,0.00,0.00
,"Invoice","09/08/2014","ES ASHANTI FASHION","29018","BK2060",-48,"",588,0.00,0.00
,"Invoice","09/15/2014","ES ASHANTI FASHION","29090","BK2060",-48,"",540,0.00,0.00
,"Invoice","09/18/2014","STAR DESIGN INTERNATIONAL","29075","BK2060",-24,"",516,0.00,0.00
,"Invoice","09/19/2014","AHARON LLC (W)","29118","BK2060",-36,"",480,0.00,0.00
,"Invoice","09/22/2014","ES ASHANTI FASHION","29170","BK2060",-60,"",420,0.00,0.00
,"Invoice","10/07/2014","ES ASHANTI FASHION","29403","BK2060",-48,"",372,0.00,0.00
,"Invoice","10/14/2014","DAYTONA EMBROIDERY (W)","29505","BK2060",-12,"",360,0.00,0.00
,"Invoice","10/14/2014","ES ASHANTI FASHION","29535","BK2060",-48,"",312,0.00,0.00
,"Invoice","10/20/2014","ES ASHANTI FASHION","29603","BK2060",-36,"",276,0.00,0.00
,"Invoice","10/21/2014","HIDDEN DRAGON (S'F UNDERGROUND 2)","29315","BK2060",-12,"",264,0.00,0.00
,"Invoice","10/21/2014","ES ASHANTI FASHION","29632","BK2060",-48,"",216,0.00,0.00
,"Invoice","10/22/2014","S/EPOCH","29628","BK2060",-72,"",144,0.00,0.00
,"Invoice","10/22/2014","ES ASHANTI FASHION","29661","BK2060",-72,"",72,0.00,0.00
,"Invoice","11/03/2014","ES ASHANTI FASHION","29781","BK2060",-36,"",36,0.00,0.00
,"Invoice","11/05/2014","ES ASHANTI FASHION","29826","BK2060",-12,"",24,0.00,0.00
,"Invoice","11/13/2014","STAR DESIGN INTERNATIONAL","29857","BK2060",-28,"",-4,0.00,0.00
,"Invoice","03/23/2015","BERKELEY HAT CO.","31101","BK2060",-12,"",-16,0.00,0.00
,"Inventory Adjust","06/12/2015",,"32","BK2060",16,"",0,0.00,0.00
"Total BK2060 (BUCKET HAT, ASSORTED(6BK, 3PINK, 3BLUE))",,,,,,,,0.00,,0.00
"BK2060/BLACK (BUCKET HATS, BLACK)",,,,,,,,"",,""
,"Item Receipt","07/28/2014","PURCHASE CHINA","AIR.AIC-407003","BK2060/BLACK",1152,0.00,1152,0.00,0.00
,"Invoice","07/29/2014","NY FASHION 101","28798","BK2060/BLACK",-864,"",288,0.00,0.00
,"Invoice","07/31/2014","S/EPOCH","28814","BK2060/BLACK",-288,"",0,0.00,0.00
"Total BK2060/BLACK (BUCKET HATS, BLACK)",,,,,,,,0.00,,0.00
"BK2061 (BUCKET HAT, ASSORTED(4 TQS, 4BK, 4NAVY))",,,,,,,,"",,""
,"Invoice","06/17/2014","S/EPOCH","28599","BK2061",-336,"",-336,0.00,0.00
,"Item Receipt","06/18/2014","EPOCH",,"BK2061",1200,0.00,864,0.00,0.00
,"Invoice","06/18/2014","NY FASHION 101","28607","BK2061",-48,"",816,0.00,0.00
,"Invoice","06/23/2014","SAN LEE TRADING","28628","BK2061",-24,"",792,0.00,0.00
,"Invoice","06/24/2014","SHORE SIDE SHOP","28634","BK2061",-600,"",192,0.00,0.00
,"Invoice","06/25/2014","THE EDGE APPAREL 2","28639","BK2061",-12,"",180,0.00,0.00
,"Invoice","06/25/2014","NY FASHION 101","28642","BK2061",-180,"",0,0.00,0.00
,"Invoice","07/02/2014","PRIMA DONNA","28676","BK2061",-36,"",-36,0.00,0.00
,"Invoice","07/02/2014","TWISTED FISH (W)","28679","BK2061",-12,"",-48,0.00,0.00
,"Invoice","07/02/2014","S/EPOCH","28681","BK2061",-144,"",-192,0.00,0.00
,"Item Receipt","07/02/2014","EPOCH","14hy08110113","BK2061",1680,0.00,1488,0.00,0.00
,"Invoice","07/02/2014","PLAZA SPORTS","28682","BK2061",-12,"",1476,0.00,0.00
,"Invoice","07/02/2014","OKUTANI CORPORATION","28684","BK2061",-12,"",1464,0.00,0.00
,"Invoice","07/07/2014","CHERRY LAKE II, INC","28695","BK2061",-12,"",1452,0.00,0.00
,"Invoice","07/07/2014","NY FASHION 101","28696","BK2061",-24,"",1428,0.00,0.00
,"Invoice","07/07/2014","TUTU HAT SHOP","28699","BK2061",-12,"",1416,0.00,0.00
,"Invoice","07/09/2014","ANTHONY FLY FLAVORS - NO C.O.D","28718","BK2061",-24,"",1392,0.00,0.00
,"Invoice","07/11/2014","S/EPOCH","28734","BK2061",-336,"",1056,0.00,0.00
,"Invoice","07/14/2014","SAN LEE TRADING","28733","BK2061",-144,"",912,0.00,0.00
,"Invoice","07/15/2014","THE RUNWAY","28750","BK2061",-12,"",900,0.00,0.00
,"Invoice","07/15/2014","CHERRY LAKE II, INC","28752","BK2061",-24,"",876,0.00,0.00
,"Invoice","07/15/2014","CELEBRITY STYLE","28755","BK2061",-24,"",852,0.00,0.00
,"Invoice","07/16/2014","S/EPOCH","28741","BK2061",-336,"",516,0.00,0.00
,"Invoice","07/17/2014","ANTHONY FLY FLAVORS - NO C.O.D","28720","BK2061",-12,"",504,0.00,0.00
,"Invoice","07/18/2014","my place","28766","BK2061",-12,"",492,0.00,0.00
,"Invoice","07/29/2014","SUN TRADING","28808","BK2061",-12,"",480,0.00,0.00
,"Invoice","08/04/2014","TUTU HAT SHOP","28838","BK2061",-12,"",468,0.00,0.00
,"Invoice","08/05/2014","HATOPIA","28840","BK2061",-12,"",456,0.00,0.00
,"Invoice","08/07/2014","AROUND AGAIN","28855","BK2061",-12,"",444,0.00,0.00
,"Invoice","08/12/2014","CELEBRITY STYLE","28887","BK2061",-12,"",432,0.00,0.00
,"Invoice","08/14/2014","S/EPOCH","28909","BK2061",-336,"",96,0.00,0.00
,"Invoice","08/19/2014","GREAT TREE HANDICRAFTS","28927","BK2061",-12,"",84,0.00,0.00
,"Invoice","08/19/2014","WADE SHOW OFFICE","28928","BK2061",-84,"",0,0.00,0.00
"Total BK2061 (BUCKET HAT, ASSORTED(4 TQS, 4BK, 4NAVY))",,,,,,,,0.00,,0.00
"BK2103 (GLAXY BUCKET HAT, ASSORTED.(12DZ/CTN) 3PC PER COLOR)",,,,,,,,"",,""
,"Item Receipt","02/16/2015","PURCHASE CHINA","2015 S/S REF#2","BK2103",3456,0.00,3456,0.00,0.00
,"Invoice","02/17/2015","S/EPOCH","30782","BK2103",-288,"",3168,0.00,0.00
,"Invoice","02/23/2015","GRASSHOPPER","30837","BK2103",-24,"",3144,0.00,0.00
,"Invoice","02/24/2015","5TH AVE FASHION","30842","BK2103",-24,"",3120,0.00,0.00
,"Invoice","02/24/2015","MALLRAT JUNKIE","30846","BK2103",-24,"",3096,0.00,0.00
,"Invoice","02/25/2015","P.C.X","30877","BK2103",-36,"",3060,0.00,0.00
,"Invoice","02/26/2015","DIANNA BUTLAR","30861","BK2103",-12,"",3048,0.00,0.00
,"Invoice","02/27/2015","SAKKA'S STORE","30841","BK2103",-24,"",3024,0.00,0.00
,"Invoice","03/04/2015","CELEBRITY STYLE","30894","BK2103",-12,"",3012,0.00,0.00
,"Invoice","03/04/2015","UNIQUE HATS","30904","BK2103",-12,"",3000,0.00,0.00
,"Invoice","03/04/2015","S/EPOCH","30912","BK2103",-144,"",2856,0.00,0.00
,"Invoice","03/09/2015","ES ASHANTI FASHION","30975","BK2103",-12,"",2844,0.00,0.00
,"Invoice","03/10/2015","HENRY'S GIFT SHOP","30980","BK2103",-12,"",2832,0.00,0.00
,"Invoice","03/10/2015","JC Y & CO","30984","BK2103",-12,"",2820,0.00,0.00
,"Invoice","03/10/2015","ES ASHANTI FASHION","30995","BK2103",-12,"",2808,0.00,0.00
,"Invoice","03/11/2015","HATOPIA","30976","BK2103",-12,"",2796,0.00,0.00
,"Invoice","03/11/2015","SEASIDE MOSTLY HATS","31001","BK2103",-12,"",2784,0.00,0.00
,"Invoice","03/16/2015","UNIQUE HATS","31019","BK2103",-12,"",2772,0.00,0.00
,"Invoice","03/16/2015","NGAYA AFRICAN ART","31075","BK2103",-12,"",2760,0.00,0.00
,"Invoice","03/16/2015","CARAVAN IMPORTS","31077","BK2103",-12,"",2748,0.00,0.00
,"Invoice","03/17/2015","THE CLOTHING WAREHOUSE","31076","BK2103",-12,"",2736,0.00,0.00
,"Invoice","03/18/2015","BEWILD","31087","BK2103",-24,"",2712,0.00,0.00
,"Invoice","03/19/2015","LINDSEY'S","31078","BK2103",-12,"",2700,0.00,0.00
,"Invoice","03/23/2015","PENNY FINISHING TOUCH (old)","30997","BK2103",-48,"",2652,0.00,0.00
,"Invoice","03/24/2015","GRAND BAZAAR INC","31171","BK2103",0,"",2652,0.00,0.00
,"Invoice","03/26/2015","PENNY FINISHING TOUCH (old)","31184","BK2103",-144,"",2508,0.00,0.00
,"Invoice","03/27/2015","S/EPOCH","31091","BK2103",-144,"",2364,0.00,0.00
,"Invoice","03/27/2015","AMERICAN GENTLEMAN (SHIRT SHACK)","31095","BK2103",-12,"",2352,0.00,0.00
,"Invoice","03/30/2015","IW MERCHANDISE (W)","31039","BK2103",-24,"",2328,0.00,0.00
,"Invoice","03/30/2015","THE ULTIMATE COLLECTION","31170","BK2103",-12,"",2316,0.00,0.00
,"Invoice","03/31/2015","MONICA DISTRIBUTOR CORP","30998","BK2103",-144,"",2172,0.00,0.00
,"Invoice","03/31/2015","ES ASHANTI FASHION","31205","BK2103",-24,"",2148,0.00,0.00
,"Invoice","03/31/2015","NY FASHION 101","31212","BK2103",-24,"",2124,0.00,0.00
,"Invoice","04/01/2015","GRANNY'S","30992","BK2103",-12,"",2112,0.00,0.00
,"Invoice","04/01/2015","AFAREAST INC","31135","BK2103",-288,"",1824,0.00,0.00
,"Invoice","04/01/2015","THE RUNWAY","31204","BK2103",-24,"",1800,0.00,0.00
,"Invoice","04/01/2015","SEASIDE MOSTLY HATS","31215","BK2103",-24,"",1776,0.00,0.00
,"Invoice","04/01/2015","CNV BEAUTY SUPPLY","31223","BK2103",-12,"",1764,0.00,0.00
,"Invoice","04/02/2015","GRASSHOPPER","31226","BK2103",-36,"",1728,0.00,0.00
,"Invoice","04/02/2015","LA LA HAT (TRENDY MOGUL CORP)","31228","BK2103",-144,"",1584,0.00,0.00
,"Invoice","04/03/2015","JUST HATS","31065","BK2103",-12,"",1572,0.00,0.00
,"Invoice","04/03/2015","SAN LEE TRADING","31217","BK2103",-144,"",1428,0.00,0.00
,"Invoice","04/06/2015","NORTH EAST TRADERS","31250","BK2103",-24,"",1404,0.00,0.00
,"Invoice","04/06/2015","S/EPOCH","31252","BK2103",-144,"",1260,0.00,0.00
,"Invoice","04/07/2015","AHARON LLC (W)","31116","BK2103",-12,"",1248,0.00,0.00
,"Invoice","04/07/2015","CLASSIC COLLECTION HATS","31153","BK2103",-12,"",1236,0.00,0.00
,"Invoice","04/07/2015","CELEBRITY STYLE","31281","BK2103",-36,"",1200,0.00,0.00
,"Invoice","04/09/2015","SPARK","31272","BK2103",-12,"",1188,0.00,0.00
,"Invoice","04/10/2015","HIDDEN DRAGON (S'F UNDERGROUND 2)","31262","BK2103",-12,"",1176,0.00,0.00
,"Invoice","04/10/2015","SUN SPORTSWEAR","31286","BK2103",-144,"",1032,0.00,0.00
,"Invoice","04/13/2015","NICHOLA'S FASHION","31279","BK2103",-12,"",1020,0.00,0.00
,"Invoice","04/13/2015","BADASS MARKETING-HAPPY'S","31304","BK2103",-12,"",1008,0.00,0.00
,"Invoice","04/13/2015","RAG STOCK","31318","BK2103",-144,"",864,0.00,0.00
,"Invoice","04/13/2015","S/EPOCH","31324","BK2103",-144,"",720,0.00,0.00
,"Invoice","04/17/2015","JC Y & CO","31327","BK2103",-24,"",696,0.00,0.00
,"Invoice","04/17/2015","ALBERT ELOVITZ","31374","BK2103",-12,"",684,0.00,0.00
,"Invoice","04/21/2015","ANA WHOLESALE","31365","BK2103",-144,"",540,0.00,0.00
,"Invoice","04/21/2015","PRIMA DONNA","31394","BK2103",-24,"",516,0.00,0.00
,"Invoice","04/22/2015","PENNY FINISHING TOUCH (old)","31400","BK2103",-36,"",480,0.00,0.00
,"Invoice","04/23/2015","CARAVAN IMPORTS","31410","BK2103",-24,"",456,0.00,0.00
,"Invoice","04/23/2015","CNV BEAUTY SUPPLY","31411","BK2103",-12,"",444,0.00,0.00
,"Invoice","04/27/2015","WOO IN CORPORATE","31393","BK2103",-12,"",432,0.00,0.00
,"Invoice","04/29/2015","PENNY FINISHING TOUCH (old)","31451","BK2103",-48,"",384,0.00,0.00
,"Invoice","05/04/2015","S/EPOCH","31478","BK2103",-144,"",240,0.00,0.00
,"Invoice","05/04/2015","ALL PREMIER INVESTMENTS LLC","31488","BK2103",-12,"",228,0.00,0.00
,"Invoice","05/04/2015","FASHION 2 STREET","31490","BK2103",-144,"",84,0.00,0.00
,"Invoice","05/05/2015","HATOPIA","31489","BK2103",-24,"",60,0.00,0.00
,"Invoice","05/05/2015","ES ASHANTI FASHION","31491","BK2103",-48,"",12,0.00,0.00
,"Invoice","05/05/2015","ES ASHANTI FASHION","31492","BK2103",-36,"",-24,0.00,0.00
,"Item Receipt","05/28/2015","ADJUST",,"BK2103",24,0.00,0,0.00,0.00
,"Item Receipt","06/11/2015","ADJUST",,"BK2103",12,0.00,12,0.00,0.00
,"Item Receipt","06/26/2015","ADJUST",,"BK2103",-12,0.00,0,0.00,0.00
,"Item Receipt","08/26/2015","EPOCH","8.26.2015","BK2103",864,0.00,864,0.00,0.00
,"Invoice","08/26/2015","HATS FOR US","401751","BK2103",-144,"",720,0.00,0.00
,"Invoice","09/01/2015","BEACH WEAR","401836","BK2103",-12,"",708,0.00,0.00
,"Invoice","09/17/2015","ZEEZO'S","401819","BK2103",-6,"",702,0.00,0.00
,"Invoice","10/20/2015","GRAND BAZAAR INC","402277","BK2103",-24,"",678,0.00,0.00
,"Invoice","11/12/2015","FUNKY MUNKY","402490","BK2103",-12,"",666,0.00,0.00
,"Invoice","02/03/2016","HATS SHOP NY","403078","BK2103",-48,"",618,0.00,0.00
,"Invoice","02/19/2016","FEELING GROOVY","403142","BK2103",-12,"",606,0.00,0.00
,"Invoice","02/19/2016","TROPICAL TRENDS","403143","BK2103",-12,"",594,0.00,0.00
,"Invoice","02/25/2016","PLANET","403191","BK2103",-12,"",582,0.00,0.00
,"Invoice","02/26/2016","SEASIDE MOSTLY HATS","403206","BK2103",-12,"",570,0.00,0.00
,"Invoice","03/01/2016","PENNY FINISHING TOUCH (old)","403236","BK2103",-12,"",558,0.00,0.00
,"Invoice","03/15/2016","S/EPOCH","403413","BK2103",-72,"",486,0.00,0.00
,"Invoice","03/16/2016","TRENDY HATZ (W)","403384","BK2103",-12,"",474,0.00,0.00
,"Invoice","03/17/2016","SHOPITFASHION","403167","BK2103",-12,"",462,0.00,0.00
,"Invoice","03/23/2016","PENNY FINISHING TOUCH (old)","403536","BK2103",-48,"",414,0.00,0.00
,"Invoice","03/29/2016","CNV BEAUTY SUPPLY","403579","BK2103",-12,"",402,0.00,0.00
,"Invoice","03/31/2016","INTERNATIONAL VISION OF THE WORLD","403479","BK2103",0,"",402,0.00,0.00
