,"Active Status","Type","Item","Description","Sales Tax Code","Account","COGS Account","Asset Account","Accumulated Depreciation","Purchase Description","Quantity On Hand","Cost","Preferred Vendor","Tax Agency","Price","Reorder Pt (Min)","MPN","Location"
,"Not-active","Service","#0632",,,"Other Expenses",,,0.00,,"",0,,,0.00,"",,
,"Not-active","Service","#0902",,,"Other Income",,,0.00,,"",0,,,0.00,"",,
,"Not-active","Service","#0904",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","#0918",,,"Other Income",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","#0946",,,"Other Income",,,0.00,,"",0,,,0.00,"",,
,"Not-active","Service","#0947",,,"Other Income",,,0.00,,"",0,,,0.00,"",,
,"Not-active","Service","#2008-10",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","#2008-12",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","#610",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","#716",,,"Other Income",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","#85KLS",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","#85SNAKE",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","#999",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","0601",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","0602",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","0605",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","0607",,,"Other Income",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","0607&0604",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","0609",,,"Cost of Goods Sold",,,0.00,,"",0.00,,,3.00,"",,
,"Not-active","Service","0610","CAP/BRASIL K.GREEN COLOR/ IN STORE",,"Sales Income",,,0.00,,"",0.00,,,2.00,"",,
,"Not-active","Service","0612",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","0902","CAP/CROSS ASSORTED COLOR L/10A",,"Sales Income","Sales Income",,0.00,"CAP/CROSS ASSORTED COLOR","",0.00,,,5.00,"",,
,"Not-active","Service","0904",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","0919",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","0921",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","0922",,,"Other Income",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","0925",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","0930",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","0934",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","0936",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","0941-A",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","0943",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","0957",,,"Other Income",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","0979",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","0997",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","0998",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","1005",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","12948",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","16042G.L.K",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","16049G.L.K",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","180",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","2008-02",,,"Other Income",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","2008-03",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","2008-5A",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","2008-7B",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","2025 SUMMER CATALOG",,,"0.00",,,0.00,,"",0.00,,,0.00,"",,
,"Active","Service","2025 WINTER CATALOG",,,"0.00",,,0.00,,"",0.00,,,0.00,"",,
,"Active","Service","2026 F/W VOL41  CATALOG",,,"0.00",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","703",,,"Other Expenses",,,0.00,,"",0,,,0.00,"",,
,"Not-active","Service","704",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","709",,,"Other Expenses",,,0.00,,"",0,,,0.00,"",,
,"Not-active","Service","710",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","711",,,"Other Expenses","Other Expenses",,0.00,,"",0,,,5.00,"",,
,"Not-active","Service","80",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","82",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","90003",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","99011",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","99976",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","99978",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","ACURA",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","AF-14",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","AF-20 BLK",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","AF-23",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","AF10",,,"Inventory Asset",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","AF2",,,"Inventory Asset",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","AF20",,,"Inventory Asset",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","AF21",,,"Inventory Asset",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","AF23",,,"Inventory Asset",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","AF29",,,"Inventory Asset",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","AF3",,,"Inventory Asset",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","AF31",,,"Inventory Asset",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","AF5",,,"Advertising Expense",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","AF6",,,"Inventory Asset",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","AGL34",,,"Sales Income",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","ALL OVER STAR M",,,"Other Expenses",,,0.00,,"",0,,,0.00,"",,
,"Not-active","Service","ALL OVER STAR N",,,"Other Expenses",,,0.00,,"",0,,,0.00,"",,
,"Not-active","Service","BACK PACK",,,"Other Expenses",,,0.00,,"",0,,,0.00,"",,
,"Not-active","Service","BAPE FIT",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","BK2184",,,"Sales Income",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","BK2185",,,"Sales Income",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","BLANCE",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","BN1722+SC1961","BEANIE HAT ASSORTED + SCARF ASSORTED",,"Sales Income",,,0.00,,"",0.00,,,8.00,"",,
,"Not-active","Service","BN7122",,,"Sales Income",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","BR901-1",,,"Other Income",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","C A CAP",,,"Other Income",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","C.C. RATE",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","C001-2",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","C0959",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","C100",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","C105",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","CADET",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Active","Service","CAPS",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","CATALOG","2017 SPRING/SUMMER  CATALOG  VOL.22",,"Advertising Expense",,,0.00,,"",0.00,,,"","",,
,"Not-active","Service","CATALOG/ 2018 SUMMER",,,"Advertising Expense",,,0.00,,"",0.00,,,"","",,
,"Not-active","Service","CATALOG/2019 SUMMER","2019 SPRING/SUMMER CATALOG VOL26",,"Advertising Expense",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","CATALOG/2022 SUMMER","2022 SPRING / SUMMER CATALOG",,"Advertising Expense",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","CATALOG/2022 WINTER","2022 WINTER CATALOG",,"Marketing Expense",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","CATALOG/2023 SUMMER","2023 SPRING / SUMMER CATALOG",,"Advertising Expense",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","CATALOG/2024 WINTER",,,"Cost of Goods Sold",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","CATL",,,"Advertising Expense",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","CATLOG",,,"Utilities",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","CB011-1+S011","CABBIE HAT ASSORTED + SCARF ASSORTED",,"Sales Income",,,0.00,,"",0.00,,,5.00,"",,
,"Not-active","Service","CD011-2+S011","CADET HAT ASSORTED + SCARF ASSORTED P18",,"Sales Income",,,0.00,,"",0.00,,,5.00,"",,
,"Active","Service","CHARGE",,,"Car/ Truck Expense:Repairs & Maintenance",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","CHOPPER CAPS",,,"Other Expenses",,,0.00,,"",0,,,0.00,"",,
,"Not-active","Service","CLOSEOUT HATS",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","COLOUSE OUT ASS CAPS",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","COW6035","COWBOY HATS WITH EAGLE BADGE",,"Cost of Goods Sold",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","COWN",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Active","Service","CREDIT",,,"Other Expenses",,,0.00,,"",0,,,0.00,"",,
,"Not-active","Service","CROSS",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","CROWN",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","d SHROT SKI HATS",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Active","Service","DONATION ITEMS",,,"0.00",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","DR",,,"Other Income",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","DRAGON FIT",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","DURAG",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","E82",,,"Cost of Goods Sold",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","EB CAPS",,,"Sales Income","Sales Income",,0.00,,"",0.00,,,1.50,"",,
,"Not-active","Service","EB HODDY",,,"Other Expenses",,,0.00,,"",0,,,0.00,"",,
,"Not-active","Service","EB SHORT SKI-HATS",,,"Other Expenses","Other Expenses",,0.00,,"",0.00,,,1.50,"",,
,"Active","Service","EM CAP",,,"Other Expenses",,,0.00,,"",0.00,,,2.00,"",,
,"Active","Service","EM SHORT SKI-HAT",,,"Inventory Asset",,,0.00,,"",0.00,,,2.00,"",,
,"Not-active","Service","EM SHORT SKIHATS",,,"Other Expenses","Other Expenses",,0.00,,"",0.00,,,1.50,"",,
,"Not-active","Service","F190","FELT HATS",,"Other Expenses",,,0.00,,"",0.00,,,6.50,"",,
,"Not-active","Service","F2175",,,"Sales Income",,,0.00,,"",0.00,,,0.00,"",,
,"Active","Service","Faire Commission Fee",,,"Advertising Expense",,,0.00,,"",0.00,,,0.00,"",,
,"Active","Service","FILTER",,,"Sales Income",,,0.00,,"",0.00,,,0.00,"",,
,"Active","Service","FREIGHT","UPS GROUND",,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","G FITTED CAP",,,"Other Expenses",,,0.00,,"",0,,,0.00,"",,
,"Not-active","Service","G&G BURCKT",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","G&G CAPS",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","G&G NEWSBOY",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","GL2177",,,"Sales Income",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","GMC",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","GOLD TEETH",,,"Other Expenses",,,0.00,,"",0,,,0.00,"",,
,"Active","Service","HAND TAG",,,"0.01",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","HE03","N/A",,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","HE04","FELT HAT",,"Other Expenses",,,0.00,,"",0.00,,,8.50,"",,
,"Not-active","Service","HE05",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","HE06","FELT HATS",,"Other Expenses",,,0.00,,"",0.00,,,7.50,"",,
,"Not-active","Service","HOODY",,,"Other Expenses",,,0.00,,"",0,,,0.00,"",,
,"Not-active","Service","I0230",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","IV1819",,,"Sales Income",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","IV2147",,,"Sales Income",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","IV2148",,,"Sales Income",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","IV2149",,,"Sales Income",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","JAMAICA",,,"Other Income",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","JAMEICA",,,"Other Income",,,0.00,,"",0.00,,,0.00,"",,
,"Active","Service","JEWLRY CAPS",,,"0.50",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","JU-2",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","JU-5",,,"Other Expenses",,,0.00,,"",0,,,0.00,"",,
,"Not-active","Service","JU-7",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","KLS85",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","LAND ROVER",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","LOGO TO LOGO",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","LONG SKI-HATS",,,"Other Expenses",,,0.00,,"",0,,,0.00,"",,
,"Not-active","Service","MASH CAP",,,"Cost of Goods Sold",,,0.00,,"",0.00,,,2.00,"",,
,"Not-active","Service","MERCURY",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","MILITARY",,,"Other Expenses",,,0.00,,"",0,,,0.00,"",,
,"Not-active","Service","MILITARY SKI HATS",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Active","Service","MSK1983/CAMO",,,"2",,,0.00,,"",0.00,,,0.00,"",,
,"Active","Service","MSK1983/ROYAL",,,"2",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","NEW STYLE NY",,,"Other Expenses",,,0.00,,"",0,,,0.00,"",,
,"Not-active","Service","NEWS BOY HATS",,,"5.00",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","NIJAMASK",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","NSB2151",,,"Sales Income",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","NSB2152",,,"Sales Income",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","NSB2153",,,"Sales Income",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","NSB2154",,,"Sales Income",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","NSB2156",,,"Sales Income",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","NSB2157",,,"Sales Income",,,0.00,,"",0.00,,,7.50,"",,
,"Not-active","Service","NY NEW STYLE",,,"Other Expenses",,,0.00,,"",0,,,0.00,"",,
,"Not-active","Service","NYC",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Active","Service","PLASTIC HATS HOODER",,,"Uncategorized Income",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","PONTIAC",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","PR",,,"Other Income",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","R.ARMY",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Active","Service","RETURN",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","SANDWICH CAP",,,"Cost of Goods Sold",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","SHORT",,,"Cost of Goods Sold",,,0.00,,"",0.00,,,0.00,"",,
,"Active","Service","SHORTAGE",,,"Sales Income",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","SKULL",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Active","Service","SPIKED CAPS",,,"0.50","Advertising Expense",,0.00,,"",0.50,,,0.50,"",,
,"Not-active","Service","SU03",,,"Sales Income",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","SUN",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","SURCHARGE",,,"Cost of Goods Sold",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","T-S",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","TAPE/BROWN","BROWN TAPE",,"Office Supplies",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","USPS",,,"Cost of Goods Sold",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","VOLVO",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","VTA101",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","WALLET",,,"Cost of Goods Sold",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Service","WL008",,,"Other Expenses",,,0.00,,"",0,,,0.00,"",,
,"Not-active","Service","WLOO7",,,"Other Expenses",,,0.00,,"",0.00,,,0.00,"",,
,"Active","Service","WORK GLOVE","GLOVE FOR WORKER L/UNDER WINDOW",,"Office Supplies",,,0.00,,"",0.00,,,0.00,"",,
,"Active","Service","WRAP","WRAP FOR PALLET SHELF ON UPS GATE",,"Office Supplies",,,0.00,,"",0.00,,,0.00,"",,
,"Not-active","Inventory Part","#0612","ITILIA",,"Other Expenses","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,3.00,"",,
,"Not-active","Inventory Part","#0644","BUDWEISER",,"Other Expenses","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,2.00,"",,
,"Not-active","Inventory Part","#0646","BUDLIGHT",,"Other Expenses","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,2.00,"",,
,"Not-active","Inventory Part","#0647","MILLERLITE",,"Other Expenses","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,2.00,"",,
,"Not-active","Inventory Part","#0648","JACK DANIELS",,"Other Expenses","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,2.00,"",,
,"Not-active","Inventory Part","#0649","NO BEER NO WORK",,"Other Expenses","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,2.00,"",,
,"Not-active","Inventory Part","#0651","I'M THE BOSS",,"Other Expenses","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,2.00,"",,
,"Not-active","Inventory Part","#0652",,,"Other Expenses","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,2.00,"",,
,"Not-active","Inventory Part","#0901",,,"Cost of Goods Sold","Cost of Goods Sold","Inventory Asset",0.00,,180,0.00,,,5.00,"",,
,"Not-active","Inventory Part","#0903",,,"Cost of Goods Sold","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,5.00,"",,
,"Not-active","Inventory Part","#0905",,,"Cost of Goods Sold","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,5.00,"",,
,"Not-active","Inventory Part","#0906",,,"Cost of Goods Sold","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,4.00,"",,
,"Not-active","Inventory Part","#0907",,,"Cost of Goods Sold","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,4.00,"",,
,"Not-active","Inventory Part","#0908",,,"Cost of Goods Sold","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,4.00,"",,
,"Not-active","Inventory Part","#0909",,,"Cost of Goods Sold","Cost of Goods Sold","Inventory Asset",0.00,,0,3.00,,,0.00,"",,
,"Not-active","Inventory Part","#0910",,,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,5.00,"",,
,"Not-active","Inventory Part","#0911",,,"Cost of Goods Sold","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,5.00,"",,
,"Not-active","Inventory Part","#0912",,,"Cost of Goods Sold","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,5.00,"",,
,"Not-active","Inventory Part","#0913",,,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,5.00,"",,
,"Not-active","Inventory Part","#0915",,,"Cost of Goods Sold","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,5.00,"",,
,"Not-active","Inventory Part","#0916",,,"Cost of Goods Sold","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,6.00,"",,
,"Not-active","Inventory Part","#0917",,,"Cost of Goods Sold","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,5.00,"",,
,"Not-active","Inventory Part","#0920",,,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,4.00,"",,
,"Not-active","Inventory Part","#0922",,,"Cost of Goods Sold","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,5.00,"",,
,"Not-active","Inventory Part","#0923",,,"Cost of Goods Sold","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,5.00,"",,
,"Not-active","Inventory Part","#0924",,,"Cost of Goods Sold","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,4.00,"",,
,"Not-active","Inventory Part","#0925",,,"Cost of Goods Sold","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,3.00,"",,
,"Not-active","Inventory Part","#0926",,,"Cost of Goods Sold","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,5.00,"",,
,"Not-active","Inventory Part","#0927",,,"Cost of Goods Sold","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,7.00,"",,
,"Not-active","Inventory Part","#0928",,,"Cost of Goods Sold","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,5.00,"",,
,"Not-active","Inventory Part","#0929",,,"Cost of Goods Sold","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,6.00,"",,
,"Not-active","Inventory Part","#0930",,,"Cost of Goods Sold","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,3.00,"",,
,"Not-active","Inventory Part","#0931",,,"Cost of Goods Sold","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,5.00,"",,
,"Not-active","Inventory Part","#0932",,,"Cost of Goods Sold","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,4.00,"",,
,"Not-active","Inventory Part","#0933",,,"Cost of Goods Sold","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,5.00,"",,
,"Not-active","Inventory Part","#0934",,,"Cost of Goods Sold","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,5.00,"",,
,"Not-active","Inventory Part","#0935",,,"Cost of Goods Sold","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,5.00,"",,
,"Not-active","Inventory Part","#0936",,,"Cost of Goods Sold","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,5.00,"",,
,"Not-active","Inventory Part","#0937",,,"Cost of Goods Sold","Cost of Goods Sold","Inventory Asset",0.00,,288,0.00,,,3.00,"",,
,"Not-active","Inventory Part","#0940",,,"Cost of Goods Sold","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,0.00,"",,
,"Not-active","Inventory Part","#0942",,,"Cost of Goods Sold","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,5.00,"",,
,"Not-active","Inventory Part","#0943",,,"Cost of Goods Sold","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,5.00,"",,
,"Not-active","Inventory Part","#0944",,,"Cost of Goods Sold","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,5.00,"",,
,"Not-active","Inventory Part","#0945",,,"Cost of Goods Sold","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,5.00,"",,
,"Not-active","Inventory Part","#168","SKULL/EAGLE",,"Other Expenses","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,5.00,"",,
,"Not-active","Inventory Part","#169","SKULL/ROSE",,"Other Expenses","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,5.00,"",,
,"Not-active","Inventory Part","#170","TIGER FACE",,"Other Expenses","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,5.00,"",,
,"Not-active","Inventory Part","#20",,,"Other Expenses","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,2.00,"",,
,"Not-active","Inventory Part","#2008-01","ASSORTED COLOR",,"Other Expenses","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,5.00,"",,
,"Not-active","Inventory Part","#2008-02","ASSORTED COLOR",,"Other Expenses","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,5.00,"",,
,"Not-active","Inventory Part","#2008-03","ASSORTED COLOR",,"Other Expenses","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,5.00,"",,
,"Not-active","Inventory Part","#2008-1","ASSORTED COLOR..",,"Other Expenses","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,5.00,"",,
,"Not-active","Inventory Part","#2008-10(BLACK)","BLACK",,"Other Expenses","Cost of Goods Sold","Inventory Asset",0.00,,0,0.00,,,5.00,"",,
