,"Active Status","Type","Item","Description","Sales Tax Code","Account","COGS Account","Asset Account","Accumulated Depreciation","Purchase Description","Quantity On Hand","Cost","Preferred Vendor","Tax Agency","Price","Reorder Pt (Min)","MPN","Location"
,"Active","Inventory Part","BN1978/TAN","BEANIES WITH FUR POMPOM / TAN 6PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"BEANIES WITH FUR POMPOM / TAN",995,0.00,,,6.00,"",,"(12DZ/CTN) L/R2-R15"
,"Not-active","Inventory Part","BN1978/WHITE","BEANIES WITH FUR POM POM / WHITE (12DZ/CTN) L/T18-T23",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"BEANIES WITH FUR POM POM / WHITE",1,0.00,,,4.00,"",,
,"Active","Inventory Part","BN1980","VISOR BEANIE, ASSORTED 12PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"VISOR BEANIE, ASSORTED",883,0.00,,,5.00,"",," (12DZ/CTN) L/V1, A1-3"
,"Active","Inventory Part","BN1981","VISOR BEANIE, ASSORTED 12PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"VISOR BEANIE, ASSORTED",469,0.00,,,5.00,"",," (12DZ)  L/V18 A1-3"
,"Active","Inventory Part","BN1982","SLOUCHY BEANIE, ASSORTED",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"SLOUCHY BEANIE, ASSORTED",0,0.00,,,3.50,"",,"(12DZ/CTN) L/ V4"
,"Active","Inventory Part","BN1990/A","SLOUCHY BEANIE, ASSORTED",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"SLOUCHY BEANIE, ASSORTED",0,0.00,,,3.50,"",,"(12DZ/CTN) L/V6  V6-2"
,"Active","Inventory Part","BN1990/B","SLOUCHY BEANIE, BLACK",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"SLOUCHY BEANIE, BLACK",0,0.00,,,3.50,"",,"(12DZ/CTN) L/ V6"
,"Active","Inventory Part","BN1992/A","BEANIE, ASSORTED",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"BEANIE, ASSORTED",0,0.00,,,2.00,"",," (12DZ/CTN)  L/V12"
,"Active","Inventory Part","BN1992/B","BEANIE, BLACK",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"BEANIE, BLACK",7,0.00,,,2.00,"",,"(12DZ/CTN)   L/V12-2   V12"
,"Not-active","Inventory Part","BN1993","BEANIE, ASSORTED (12DZ/CTN) L/V10-2 V12..",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"BEANIE, ASSORTED (12DZ/CTN)",0,0.00,,,3.00,"",,
,"Active","Inventory Part","BN1997","BEANIE, ASSORTED",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"BEANIE, ASSORTED",0,0.00,,,4.00,"",," (12DZ/CTN)  L/V13"
,"Active","Inventory Part","BN1998","BEANIE, ASSORTED",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"BEANIE, ASSORTED",0,0.00,,,4.00,"",,"(12DZ/CTN) L/V16"
,"Not-active","Inventory Part","BN1999","BEANIE, ASSORTED (12DZ/CTN)L/A3 or A14",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"BEANIE, ASSORTED (12DZ/CTN)",0,0.00,,,4.00,"",,
,"Not-active","Inventory Part","BN1999/BLACK","RUCHED 2-IN-1 SLOUCHY BEANIE HEAD WRAP, BLACK",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"RUCHED 2-IN-1 SLOUCHY BEANIE HEAD WRAP, BLACK",0,0.00,,,5.00,"",,"(12DZ/CTN) L/P9-P12"
,"Not-active","Inventory Part","BN1999/BURGUNDY","RUCHED 2-IN-1 SLOUCHY BEANIE HEAD WRAP, BURGUNDY",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"RUCHED 2-IN-1 SLOUCHY BEANIE HEAD WRAP, BURGUNDY",0,0.00,,,5.00,"",,"(12DZ/CTN) L/P9-P12"
,"Not-active","Inventory Part","BN1999/CHARCOAL","RUCHED 2-IN-1 SLOUCHY BEANIE HEAD WRAP, CHARCOAL",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"RUCHED 2-IN-1 SLOUCHY BEANIE HEAD WRAP, CHARCOAL",0,0.00,,,5.00,"",,"(12DZ/CTN) L/P9-P12"
,"Active","Inventory Part","BN1999/DK GREY","RUCHED 2-IN-1 SLOUCHY BEANIE HEAD WRAP, DK GREY 6PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"RUCHED 2-IN-1 SLOUCHY BEANIE HEAD WRAP, DK GREY",12,0.00,,,5.00,"",,"(12DZ/CTN) L/P9-P12"
,"Active","Inventory Part","BN1999/INDI PINK","RUCHED 2-IN-1 SLOUCHY BEANIE HEAD WRAP, INDI PINK 6PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"RUCHED 2-IN-1 SLOUCHY BEANIE HEAD WRAP, INDI PINK",146,0.00,,,5.00,"",,"(12DZ/CTN) L/P9-P12"
,"Not-active","Inventory Part","BN1999/IVORY","RUCHED 2-IN-1 SLOUCHY BEANIE HEAD WRAP, IVORY",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"RUCHED 2-IN-1 SLOUCHY BEANIE HEAD WRAP, IVORY",0,0.00,,,5.00,"",,"(12DZ/CTN) L/P9-P12"
,"Not-active","Inventory Part","BN1999/KHAKI","RUCHED 2-IN-1 SLOUCHY BEANIE HEAD WRAP, KHAKI",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"RUCHED 2-IN-1 SLOUCHY BEANIE HEAD WRAP, KHAKI",-18,0.00,,,5.00,"",,"(12DZ/CTN) L/P9-P12"
,"Active","Inventory Part","BN1999/LAVENDER","RUCHED 2-IN-1 SLOUCHY BEANIE HEAD WRAP, LAVENDER 6PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"RUCHED 2-IN-1 SLOUCHY BEANIE HEAD WRAP, LAVENDER (12DZ/CTN)",81,0.00,,,5.00,"",,"(12DZ/CTN) L/P9-P12"
,"Active","Inventory Part","BN1999/MINT","RUCHED 2-IN-1 SLOUCHY BEANIE HEAD WRAP, MINT 6PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"RUCHED 2-IN-1 SLOUCHY BEANIE HEAD WRAP, MINT",130,0.00,,,5.00,"",,"(12DZ/CTN) L/P9-P12"
,"Not-active","Inventory Part","BN1999/NAVY","RUCHED 2-IN-1 SLOUCHY BEANIE HEAD WRAP, NAVY",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"RUCHED 2-IN-1 SLOUCHY BEANIE HEAD WRAP, NAVY",0,0.00,,,5.00,"",,"(12DZ/CTN) L/P9-P12"
,"Active","Inventory Part","BN1999/OLIVE","RUCHED 2-IN-1 SLOUCHY BEANIE HEAD WRAP, OLIVE 6PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"RUCHED 2-IN-1 SLOUCHY BEANIE HEAD WRAP, OLIVE",24,0.00,,,5.00,"",,"(12DZ/CTN) L/P9-P12"
,"Not-active","Inventory Part","BN1999/RED","RUCHED 2-IN-1 SLOUCHY BEANIE HEAD WRAP, RED",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"RUCHED 2-IN-1 SLOUCHY BEANIE HEAD WRAP, RED",0,0.00,,,5.00,"",,"(12DZ/CTN) L/P9-P12"
,"Not-active","Inventory Part","BN2000/A","BEANIE, ASSORTED (12DZ/CTN)  L/V22",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"BEANIE, ASSORTED (12DZ/CTN)",0,0.00,,,3.00,"",,
,"Active","Inventory Part","BN2000/B","BEANIE, BLACK",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"BEANIE, BLACK",30,0.00,,,3.00,"",,"(12DZ/CTN)  L/V24"
,"Active","Inventory Part","BN2002","BEANIE, ASSORTED",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"BEANIE, ASSORTED",12,0.00,,,6.00,"",," (6DZ/CTN)  L/ WINDOW"
,"Active","Inventory Part","BN2003","BEANIE, ASSORTED",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"BEANIE, ASSORTED",0,0.00,,,4.00,"",," (12DZ/CTN)   L/A7"
,"Active","Inventory Part","BN2036","AMERICAN FLAG PRINT BEANIE",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"AMERICAN FLAG PRINT BEANIE",0,0.00,,,3.00,"",," (12DZ/CTN) L/U8"
,"Active","Inventory Part","BN2038","MINNESOTA POM POM BEANIE",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"MINNESOTA POM POM BEANIE, PURPLE/YELLOW",0,0.00,,,2.50,"",,"(12DZ/CTN) L/V23"
,"Active","Inventory Part","BN2039","DENVER POM POM BEANIE",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"DENVER POM POM BEANIE",0,0.00,,,2.50,"",,"(12DZ/CTN) L/3D"
,"Active","Inventory Part","BN2040","ST.LOUIS POM POM BEANIE",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"ST.LOUIS POM POM BEANIE",0,0.00,,,2.50,"",,"(12DZ/CTN) L/U25"
,"Active","Inventory Part","BN2041","TEXAS POM POM BEANIE",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"TEXAS POM POM BEANIE",0,0.00,,,2.50,"",,"(12DZ/CTN) L/3D"
,"Active","Inventory Part","BN2042","BUFFALO POM POM BEANIE",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"BUFFALO POM POM BEANIE",0,0.00,,,2.50,"",,
,"Active","Inventory Part","BN2043","NEW ORLEAN POM POM BEANIE",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"NEW ORLEAN POM POM BEANIE",0,0.00,,,2.50,"",,"(12DZ/CTN) L/3D 32B"
,"Active","Inventory Part","BN2044","BEANIE, ASSORTED",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"BEANIE, ASSORTED",60,0.00,,,4.00,"",,"(12DZ/CTN) L/33A, 32B"
,"Active","Inventory Part","BN2045","BEANIE, ASSORTED",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"BEANIE, ASSORTED",0,0.00,,,4.00,"",,"(6DZ/CTN) L/I3"
,"Active","Inventory Part","BN2120/BLACK","THICK CABLE KNIT SLOUCHY/BLACK",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"THICK CABLE KNIT SLOUCHY/BLACK",48,0.00,,,3.50,"",,"(12DZ/CTN) L/T23"
,"Active","Inventory Part","BN2120/CHARCOAL GRAY","THICK CABLE SLOUCHY/CHARCOAL GRAY",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"THICK CABLE SLOUCHY/CHARCOAL GRAY",36,0.00,,,3.50,"",,"(12DZ/CTN) L/T20"
,"Not-active","Inventory Part","BN2120/DK GRAY","THICK CABLE SLOUCHY/DK GRAY (12DZ/CTN) L/T19",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"THICK CABLE SLOUCHY/DK GRAY (12DZ/CTN) L/T19",0,0.00,,,3.50,"",,
,"Not-active","Inventory Part","BN2120/INDI PINK","THICK CABLE SLOUCHY/INDI PINK",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"THICK CABLE SLOUCHY/INDI PINK",0,0.00,,,3.50,"",,"(12DZ/CTN) L/T18"
,"Active","Inventory Part","BN2120/INDIGO BLUE","THICK CABLE SLOUCHY/INDIGO BLUE",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"THICK CABLE SLOUCHY/INDIGO BLUE",102,0.00,,,3.50,"",,"(12DZ/CTN) L/T21"
,"Not-active","Inventory Part","BN2120/IVORY","THICK CABLE SLOUCHY/IVORY(12DZ/CTN) L/T21",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"THICK CABLE SLOUCHY/IVORY(12DZ/CTN) L/T21",0,0.00,,,3.50,"",,
,"Active","Inventory Part","BN2120/KHAKI","THICK CABLE KNIT SLOUCHY/KHAKI",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"THICK CABLE KNIT SLOUCHY/KHAKI",36,0.00,,,3.50,"",,"(12DZ/CTN) L/T20"
,"Active","Inventory Part","BN2120/LAVANDER","THICK CABLE SLOUCHY/LAVENDER",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"THICK CABLE SLOUCHY/LAVENDER",36,0.00,,,3.50,"",,"(12DZ/CTN) L/T22"
,"Not-active","Inventory Part","BN2120/MINT","THICK CABLE SLOUCHY/MINT",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"THICK CABLE SLOUCHY/MINT",0,0.00,,,3.50,"",,"(12DZ/CTN) L/T20"
,"Not-active","Inventory Part","BN2120/NAVY BLUE","THICK CABLE SLOUCHY/NAVY BLUE",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"THICK CABLE SLOUCHY/NAVY BLUE",0,0.00,,,3.50,"",,"(12DZ/CTN) L/T18"
,"Active","Inventory Part","BN2120/PINK","THICK CABLE SLOUCHY/PINK",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"THICK CABLE SLOUCHY/PINK",12,0.00,,,3.50,"",,"(12DZ/CTN) L/T22"
,"Active","Inventory Part","BN2120/PURPLE","THICK CABLE SLOUCHY/PURPLE",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"THICK CABLE SLOUCHY/PURPLE",106,0.00,,,3.50,"",,"(12DZ/CTN) L/T18"
,"Active","Inventory Part","BN2120/RED","THICK CABLE SLOUCHY/RED",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"THICK CABLE SLOUCHY/RED",144,0.00,,,3.50,"",,"(12DZ/CTN) L/T22"
,"Active","Inventory Part","BN2120/RUST","THICK CABLE SLOUCHY/RUST",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"THICK CABLE SLOUCHY/RUST",12,0.00,,,3.50,"",,"(12DZ/CTN) L/T19"
,"Active","Inventory Part","BN2120/TAN","THICK CABLE SLOUCHY/TAN",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"THICK CABLE SLOUCHY/TAN",30,0.00,,,3.50,"",,"(12DZ/CTN) L/T23"
,"Not-active","Inventory Part","BN2126/A","POMPOM BEANIE/FAUX FUR LINING,ASSORTED FINAL SALE (12DZ/CTN) L/U15",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"POMPOM BEANIE/FAUX FUR LINING,ASSORTED",-10,0.00,,,3.00,"",,
,"Not-active","Inventory Part","BN2126/B","POMPOM BEANIE/FAUX FUR LINING,BLACK, FINAL SALE",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"POMPOM BEANIE/FAUX FUR LINING,BLACK",0,0.00,,,3.00,"",," (12DZ/CTN) L/U15"
,"Not-active","Inventory Part","BN2127/A","SEQUIN BEANIE ASSORTED/ FAUX FUR LINING (12DZ/CTN)",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"SEQUIN BEANIE ASSORTED/ FAUX FUR LINING",0,0.00,,,4.00,"",,
,"Not-active","Inventory Part","BN2127/B","SEQUIN BEANIE BLACK/ FAUX FUR LINING (12DZ/CTN) L/U11",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"SEQUIN BEANIE BLACK/ FAUX FUR LINING",0,0.00,,,4.00,"",,
,"Not-active","Inventory Part","BN2128/A","STRIP BEANIE/FAUX FUR LINING,ASSORTED (12DZ/CTN) L/U25",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"STRIP BEANIE/FAUX FUR LINING,ASSORTED",0,0.00,,,4.00,"",,
,"Not-active","Inventory Part","BN2128/B","STRIP BEANIE/FAUX FUR LINING,BLACK(12DZ/CTN) L/U20",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"STRIP BEANIE/FAUX FUR LINING,BLACK",0,0.00,,,4.00,"",,
,"Not-active","Inventory Part","BN2128/K","STRIP BEANIE/FAUX FUR POMPOM / LINING, KHAKI, FINAL SALE",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"STRIP BEANIE/FAUX FUR LINING, KHAKI",0,0.00,,,2.50,"",,
,"Active","Inventory Part","BN2129/A","POMPOM BEANIE/FAUX FUR LINING, ASSORTED, FINAL SALE",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"POMPOM BEANIE/FAUX FUR LINING, ASSORTED",0,0.00,,,2.50,"",,"(12DZ/CTN) L/U1"
,"Active","Inventory Part","BN2129/B","POMPOM BEANIE/FAUX FUR LINING, BLACK, FINAL SALE",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"POMPOM BEANIE/FAUX FUR LINING, BLACK",0,0.00,,,2.50,"",,"(12DZ/CTN) L/U1"
,"Active","Inventory Part","BN2130","MULTI COLOR BEANIE/FAUX FUR LINING,ASSORTED, FINAL SALE",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"MULTI COLOR BEANIE/FAUX FUR LINING, ASSORTED",0,0.00,,,2.50,"",,"(12DZ/CTN) L/U12"
,"Active","Inventory Part","BN2131","PATCH BEANIE/FAUX FUR LINING, ASSORTED",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"PATCH BEANIE/FAUX FUR LINING, ASSORTED",0,0.00,,,2.50,"",,"(12DZ/CTN) L/U12"
,"Active","Inventory Part","BN2132/A","CABLE BEANIE/FAUX FUR LINING,ASSORTED",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"CABLE BEANIE/FAUX FUR LINING,ASSORTED",0,0.00,,,4.00,"",," (12DZ/CTN) L/V9"
,"Active","Inventory Part","BN2132/B","CABLE BEANIE/FAUX FUR LINING, BLACK",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"CABLE BEANIE/FAUX FUR LINING, BLACK",42,0.00,,,4.00,"",,"(12DZ/CTN)  L/V6"
,"Active","Inventory Part","BN2133","POMPOM BEANIE/TRIBLE,ASSORTED 12PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"POMPOM BEANIE/TRIBLE,ASSORTED",500,0.00,,,2.50,"",,"(12DZ/CTN) L/V23"
,"Active","Inventory Part","BN2134","POMPOM BEANIE/TROPICAL,ASSORTED",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"POMPOM BEANIE/TROPICAL,ASSORTED",60,0.00,,,2.50,"",,"(12DZ/CTN) L/V23"
,"Active","Inventory Part","BN2135","POMPOM BEANIE/LEAF,ASSORTED",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"POMPOM BEANIE/LEAF,ASSORTED",0,0.00,,,2.50,"",,"(12DZ/CTN) L/V18"
,"Active","Inventory Part","BN2136","POMPOM BEANIE/FLOWER,ASSORTED",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"POMPOM BEANIE/FLOWER,ASSORTED",48,0.00,,,2.50,"",," (12DZ/CTN) L/V21"
,"Active","Inventory Part","BN2137","POMPOM BEANIE GLAXY,ASSORTED",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"POMPOM BEANIE GLAXY,ASSORTED",0,0.00,,,3.00,"",,"(12DZ/CTN) L/V21"
,"Active","Inventory Part","BN2144","BEANIE, ASSORTED COLOR ..",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"BEANIE, ASSORTED COLOR",0,0.00,,,2.50,"",,"(12DZ/CTN) L/V11make sure no p"
,"Not-active","Inventory Part","BN2261","BEANIE WITH FUR POM POM, ASSORTED",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"BEANIE WITH FUR POM POM",0,0.00,,,6.00,"",,"(12DZ/CTN) L/U17"
,"Active","Inventory Part","BN2270","SLOUCH BEANIE WITH POMPOM, ASSORTED COLOR",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"SLOUCH BEANIE WITH POMPOM, ASSORTED COLOR",0,0.00,,,5.00,"",," (12DZ/CTN) L/J10"
,"Active","Inventory Part","BN2271","BEANIE WITH POMPOM, ASSORTED COLOR",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"BEANIE WITH POMPOM, ASSORTED COLOR",0,0.00,,,5.00,"",,"(12DZ/CTN) L/T15"
,"Active","Inventory Part","BN2271/BLACK","BEANIE WITH POMPOM, BLACK",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"BEANIE WITH POMPOM, BLACK",44,0.00,,,5.00,"",,"L/J10"
,"Active","Inventory Part","BN2271/INDIGO BLUE","BEANIE WITH POMPOM, INDIGO BLUE",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"BEANIE WITH POMPOM, INDIGO BLUE",2,0.00,,,5.00,"",,"L/T14"
,"Active","Inventory Part","BN2272N","TIE-DIE BEANIE, ASSORTED COLOR",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"TIE-DIE BEANIE, ASSORTED COLOR ..",3420,0.00,,,5.00,"",," (12 DZ/CTN ) L/T17,L2-4"
,"Active","Inventory Part","BN2273","BEANIE WITH TWO COLOR POMPOM, ASSORTED COLOR 12PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"BEANIE WITH TWO COLOR POMPOM, ASSORTED COLOR",864,0.00,,,5.00,"",,"(12DZ/DZ)S-2,R1-2, S11-2, T14"
,"Active","Inventory Part","BN2346","CABLE KNIT BEANIE WITH POMPOM, ASSORTED COLOR",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"CABLE KNIT BEANIE WITH POMPOM, ASSORTED COLOR",0,0.00,,,4.00,"",,"(12DZ/CTN) L/V12"
,"Active","Inventory Part","BN2347","CABLE KNIT BEANIE WITH POMPOM, ASSROTED COLOR",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"CABLE KNIT BEANIE WITH POMPOM, ASSROTED COLOR",50,0.00,,,5.00,"",,"(12DZ/CTN) L/V5  V14-2"
,"Active","Inventory Part","BN2348/A","CHUNKY CABLE KNIT BEANIE, ASSORTED COLOR",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"CHUNKY CABLE KNIT BEANIE, ASSORTED COLOR",60,0.00,,,4.00,"",,"(12DZ/CTN) L/V3"
,"Not-active","Inventory Part","BN2348/B","CHUNKY CABLE KNIT BEANIE, BLACK COLOR (12DZ/CTN) L/V6",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"CHUNKY CABLE KNIT BEANIE, BLACK COLOR (12DZ/CTN) L/V6",0,0.00,,,4.00,"",,"VALUE"
,"Not-active","Inventory Part","BN2352","MINK FUR BEANIE WITH RABBIT FUR POMPOM, ASSORTED COLOR",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"MINK FUR BEANIE WITH RABBIT FUR POMPOM, ASSORTED COLOR",0,0.00,,,30.00,"",,"72/CTN L/U13"
,"Active","Inventory Part","BN2352/DENIM BLUE","MINK FUR BEANIE WITH RABBIT FUR POMPOM, DENIM BLUE 1PC",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"MINK FUR BEANIE WITH RABBIT FUR POMPOM, DENIM BLUE",35,0.00,,,30.00,"",,"72/CTN L/U13"
,"Active","Inventory Part","BN2352/WHITE","MINK FUR BEANIE WITH RABBIT FUR POMPOM, WHITE 1PC",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"MINK FUR BEANIE WITH RABBIT FUR POMPOM, WHITE",26,0.00,,,30.00,"",,"72/CTN L/U13"
,"Active","Inventory Part","BN2354","BEANIE WITH RACCOON FUR POMPOM, ASSORTED COLOR",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"BEANIE WITH RACCOON FUR POMPOM, ASSORTED COLOR",0,0.00,,,5.00,"",,"12DZ/CTN) L/P18"
,"Active","Inventory Part","BN2355","BEANIE WITH RACCOON FUR POMPOM, ASSORTED COLOR",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"BEANIE WITH RACCOON FUR POMPOM, ASSORTED COLOR",0,0.00,,,5.00,"",," (12DZ/CTN) L/P19"
,"Active","Inventory Part","BN2356","BEANIE WITH RACCOON FUR POMPOM, ASSORTED COLOR",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"BEANIE WITH RACCOON FUR POMPOM, ASSORTED COLOR",0,0.00,,,6.00,"",," (12DZ/CTN) L/P21"
,"Active","Inventory Part","BN2375","CABLE KNIT BEANIE WITH FUR POMPOM 12PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"CABLE KNIT BEANIE WITH FUR POMPOM",300,0.00,,,5.00,"",,"(12DZ/CTN) L/V21"
,"Active","Inventory Part","BN2376","BEANIE WITH FUR POMPOM, ASSORTED COLOR",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"BEANIE WITH FUR POMPOM, ASSORTED COLOR",120,0.00,,,5.00,"",,"(12DZ/CTN) L/V17"
,"Active","Inventory Part","BN2379","MULTI COLOR BEANIE WITH FUR POMPOM, ASSORTED COLOR",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"MULTI COLOR BEANIE WITH FUR POMPOM, ASSORTED COLOR",0,0.00,,,4.00,"",,"(12DZ/CTN) L/U17"
,"Active","Inventory Part","BN2381","REVERSIBLE KNIT SLOUCHY BEANIES, ASSORTED COLOR",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"REVERSIBLE KNIT SLOUCHY BEANIES, ASSORTED COLOR",0,0.00,,,4.00,"",,"(12DZ/CTN) L/L4"
,"Active","Inventory Part","BN2382","BEANIE WITH TWO FUR POMPOM, ASSORTED COLOR",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"BEANIE WITH TWO FUR POMPOM, ASSORTED COLOR",-12,0.00,,,5.00,"",,"(12DZ/CTN) L/H4, L13"
,"Active","Inventory Part","BN2383","KNIT BEANIE WITH FAUX FUR ROLL UP BRIM, ASSORTED COLOR",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"KNIT BEANIE WITH FAUX FUR ROLL UP BRIM, ASSORTED COLOR",0,0.00,,,6.00,"",,"(6 DZ/CTN) L/V21, F14-3"
,"Active","Inventory Part","BN2384/A","KNIT BEANIE WITH SHERPA  FLEECE, ASSORTED COLOR 12PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"KNIT BEANIE WITH SHERPA  FLEECE, ASSORTED COLOR",2075,0.00,,,3.50,"",,"(12DZ/CTN)  L/A6, A3-3"
,"Active","Inventory Part","BN2384/B","KNIT BEANIE WITH SHERPA  FLEECE, BLACK COLOR 12PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"KNIT BEANIE WITH SHERPA  FLEECE, BLACK COLOR",628,0.00,,,3.50,"",,"(12DZ/CTN)  L/A6, A3-3"
,"Active","Inventory Part","BN2385/A","CABLE KNIT BEANIE WITH SHERPA  FLEECE, ASSORTED COLOR 12PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"CABLE KNIT BEANIE WITH SHERPA  FLEECE, ASSORTED COLOR",3484,0.00,,,3.50,"",,"(12DZ/CTN) L/A5,L15-4"
,"Active","Inventory Part","BN2385/B","CABLE KNIT BEANIE WITH SHERPA  FLEECE, BLACK COLOR 12PCS",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"CABLE KNIT BEANIE WITH SHERPA  FLEECE, BLACK COLOR",2190,0.00,,,3.50,"",,"(12DZ/CTN) L/A5,A3-3"
,"Active","Inventory Part","BN2388/A","SOLID COLOR BEANIE, ASSORTED COLOR",,"Sales Income","Cost of Goods Sold","Inventory Asset",0.00,"SOLID COLOR BEANIE, ASSORTED COLOR",12,0.00,,,3.50,"",,"(12DZ/CTN) L/A8"
