,"Type","Date","Num","Memo","Name","Item","Qty","Sales Price","Amount","Balance"
,"Invoice","09/18/2018","410209","THINSULATE GLOVE, ASSORTED","BACK ROADS CREATIONS","GL2007/A (HEAVY DUTY KNIT GLOVE, ASSORTED)",72,1.50,108.00,1132.96
,"Invoice","09/18/2018","410209","THINSULATE GLOVE, BLACK","BACK ROADS CREATIONS","GL2007/B (KNIT THERMAL GLOVE, BLACK)",36,1.50,54.00,1186.96
,"Invoice","09/18/2018","410209","UPS GROUND","BACK ROADS CREATIONS","FREIGHT (UPS GROUND)",1,37.17,37.17,1224.13
"Total BACK ROADS CREATIONS",,,,,,,665,,1224.13,1224.13
"BACK TO THE ISLAND",,,,,,,,,,""
,"Invoice","06/19/2014","28608","VISOR, ASSORTED","BACK TO THE ISLAND","V1413 (VISOR, ASSORTED. FINAL SALE)",12,4.00,48.00,48.00
,"Invoice","06/19/2014","28608","VISOR, ASSORTED","BACK TO THE ISLAND","V1414 (VISOR, ASSORTED. FINAL SALE)",12,4.00,48.00,96.00
,"Invoice","06/19/2014","28608","CADET HAT, ASSORTED FINAL SALE","BACK TO THE ISLAND","CD1450 (CADET HAT, ASSORTED FINAL SALE (12 DZ/CTN) L/12A)",36,1.00,36.00,132.00
,"Invoice","06/19/2014","28608","CADET HAT, ASSORTED","BACK TO THE ISLAND","CD1115/A (CADET HAT, ASSORTED, FINAL SALE)",12,3.00,36.00,168.00
,"Invoice","06/19/2014","28608","SAME AS CB1452 CADET HAT, ASSORTED FINAL SALE","BACK TO THE ISLAND","CD1452 (SAME AS CB1452 CADET HAT, ASSORTED FINAL SALE (12 DZ/CTN) L/L15)",36,1.00,36.00,204.00
,"Invoice","06/19/2014","28608","OUTDOOR ADVENTURE HATS, KHAKI","BACK TO THE ISLAND","OD1892/KHAKI (OUTDOOR ADVENTURE HATS, KHAKI.)",6,6.00,36.00,240.00
,"Invoice","06/19/2014","28608","OUTDOOR ADVENTURE HATS, OLIVE","BACK TO THE ISLAND","OD1892/OLIVE (OUTDOOR ADVENTURE HATS, OLIVE.)",6,6.00,36.00,276.00
,"Invoice","06/19/2014","28608","FEDORA, NATURAL","BACK TO THE ISLAND","F1191/NATURAL (FEDORA, NATURAL  COLOR)",12,3.00,36.00,312.00
,"Invoice","06/19/2014","28608","IVY CAP, NAVY, SMALL","BACK TO THE ISLAND","IV1860/NAVY-S (IVY CAP, 3 PCS MINIMUM)",3,3.00,9.00,321.00
,"Invoice","06/19/2014","28608","IVY CAP, NAVY, MEDIUM","BACK TO THE ISLAND","IV1860/NAVY-M (IVY CAP, 3 PCS MINIMUM)",3,3.00,9.00,330.00
,"Invoice","06/19/2014","28608","IVY CAP, NAVY, LARGE","BACK TO THE ISLAND","IV1860/NAVY-L (IVY CAP, 3 PCS MINIMUM)",3,3.00,9.00,339.00
,"Invoice","06/19/2014","28608","IVY CAP, NAVY, EXTRA LARGE","BACK TO THE ISLAND","IV1860/NAVY-XL (IVY CAP, 3 PCS MINIMUM)",3,3.00,9.00,348.00
,"Invoice","06/19/2014","28608","IVY CAP, KHAKI, SMALL","BACK TO THE ISLAND","IV1860/KHAKI-S (IVY CAP, 3 PCS MINIMUM)",4,3.00,12.00,360.00
,"Invoice","06/19/2014","28608","IVY CAP, KHAKI, MEDIUM","BACK TO THE ISLAND","IV1860/KHAKI-M (IVY CAP, 3 PCS MINIMUM)",4,3.00,12.00,372.00
,"Invoice","06/19/2014","28608","IVY CAP, KHAKI, LARGE","BACK TO THE ISLAND","IV1860/KHAKI-L (IVY CAP, 3 PCS MINIMUM)",4,3.00,12.00,384.00
,"Invoice","06/19/2014","28608","IVY CAPS","BACK TO THE ISLAND","IV1765 (IVY CAPS)",12,4.00,48.00,432.00
,"Invoice","06/19/2014","28608","NEWSBOY CAP, KHAKI","BACK TO THE ISLAND","NSB1572/K (NEWSBOY CAP, KHAKI (6DZ/CTN) L/54B)",12,4.00,48.00,480.00
,"Invoice","06/19/2014","28608","NEWSBOY CAP, BLACK","BACK TO THE ISLAND","NSB1515/BK (NEWSBOY CAP, BLACK)",12,4.00,48.00,528.00
,"Invoice","06/19/2014","28608","KID'S CADET HAT, ASSORTED","BACK TO THE ISLAND","KCD1124 (KID'S CADET HAT, ASSORTED (12 DZ/CTN) L/K10,I4)",12,2.50,30.00,558.00
,"Invoice","06/19/2014","28608","KID'S CADET HAT, ASSORTED","BACK TO THE ISLAND","KCD1125 (KID'S CADET HAT, ASSORTED (12 DZ/CTN) L/I4)",12,2.50,30.00,588.00
,"Invoice","06/19/2014","28608","KID'S CADET HAT, ASSORTED","BACK TO THE ISLAND","KCD1123 (KID'S CADET HAT, ASSORTED (12 DZ/CTN) L/L15)",12,2.50,30.00,618.00
,"Invoice","06/19/2014","28608","KID'S IVY CAP, ASSORTED COLOR","BACK TO THE ISLAND","KIV1564 (KID'S IVY CAP, ASSORTED. FINAL SALE(12DZ/CTN) L/I6)",12,2.50,30.00,648.00
,"Invoice","06/19/2014","28608","UPS GROUND","BACK TO THE ISLAND","FREIGHT (UPS GROUND)",1,66.00,66.00,714.00
,"Invoice","10/08/2014","29437","CABBIE HATS, ASSORTED COLOR, FINAL SALE.","BACK TO THE ISLAND","CB011-1/A (CABBIE HATS, ASSORTED COLOR 12PCS)",12,6.00,72.00,786.00
,"Invoice","10/08/2014","29437","SCARF, ASSORTED","BACK TO THE ISLAND","S011/A (SCARF, ASSORTED 12PCS)",12,"","",786.00
,"Invoice","10/08/2014","29437","GLOVE,  ASSORTED","BACK TO THE ISLAND","GL011-6/A (GLOVE,  ASSORTED)",12,"","",786.00
,"Invoice","10/08/2014","29437","CADET HATS, ASSORTED, FINAL SALE.","BACK TO THE ISLAND","CD011-2/A (CADET HATS, ASSORTED (MATCH COLOR WITH SCARF S011/A))",12,5.00,60.00,846.00
,"Invoice","10/08/2014","29437","SCARF, ASSORTED","BACK TO THE ISLAND","S011/A (SCARF, ASSORTED 12PCS)",12,"","",846.00
,"Invoice","10/08/2014","29437","CADET HATS, ASSORTED, FINAL SALE.","BACK TO THE ISLAND","CD011-2/A (CADET HATS, ASSORTED (MATCH COLOR WITH SCARF S011/A))",12,3.00,36.00,882.00
,"Invoice","10/08/2014","29437","CADET HATS, ASSORTED","BACK TO THE ISLAND","CD025-4 (CADET HATS, ASSORTED (12 DZ/CTN) L/19A ***)",12,2.00,24.00,906.00
,"Invoice","10/08/2014","29437","KNIT TROOPER HAT, ASSORTED, FINAL SALE","BACK TO THE ISLAND","KTP56 (KNIT TROOPER HAT, ASSORTED, FINAL SALE (12 DZ/CTN) L/56)",24,1.50,36.00,942.00
,"Invoice","10/08/2014","29437","FEDORA, BLACK COLOR, FINAL SALE","BACK TO THE ISLAND","F1255/BK (FEDORA, BLACK COLOR, FINAL SALE (4DZ/CTN) L/A13)",24,2.50,60.00,1002.00
,"Invoice","10/08/2014","29437","TROOPER HATS, KHAKI, FINAL SALE,","BACK TO THE ISLAND","TP476/K (TROOPER HATS, KHAKI, FINAL SALE, 6PCS)",12,2.50,30.00,1032.00
,"Invoice","10/08/2014","29437","UPS GROUND","BACK TO THE ISLAND","FREIGHT (UPS GROUND)",1,62.00,62.00,1094.00
,"Invoice","09/25/2018","410263","IVY CAP, BLACK","BACK TO THE ISLAND","IV1930/BLACK (IVY CAP, BLACK match color with SC4083 6PCS)",6,5.00,30.00,1124.00
,"Invoice","09/25/2018","410263","IVY CAP, GREY","BACK TO THE ISLAND","IV1935/GREY (IVY CAP, GREY match color with GL4101 grey 6PCS)",6,5.00,30.00,1154.00
,"Invoice","09/25/2018","410263","IVY HAT, BLACK","BACK TO THE ISLAND","IV2146/BLACK (IVY HAT, BLACK)",6,5.00,30.00,1184.00
,"Invoice","09/25/2018","410263","IVY HAT,CHARCOAL","BACK TO THE ISLAND","IV2146/CHARCOAL (IVY HAT,CHARCOAL)",6,5.00,30.00,1214.00
,"Invoice","09/25/2018","410263","IVY CAP, OLIVE","BACK TO THE ISLAND","IV2359/OLIVE (IVY CAP, OLIVE,)",6,5.00,30.00,1244.00
,"Invoice","09/25/2018","410263","IVY HAT,BLACK","BACK TO THE ISLAND","IV2150/BLACK (IVY HAT,BLACK)",6,5.00,30.00,1274.00
,"Invoice","09/25/2018","410263","IVY HAT, BROWN","BACK TO THE ISLAND","IV2150/BROWN (IVY HAT, BROWN,)",6,5.00,30.00,1304.00
,"Invoice","09/25/2018","410263","KIDS FEDORA, ASSORTED","BACK TO THE ISLAND","KIDS2947 (KIDS FEDORA, ASSORTED 12PCS)",24,3.00,72.00,1376.00
,"Invoice","09/25/2018","410263","CABBIE HATS, ASSORTED COLOR, FINAL SALE","BACK TO THE ISLAND","CB011-1/A (CABBIE HATS, ASSORTED COLOR 12PCS)",24,3.00,72.00,1448.00
,"Invoice","09/25/2018","410263","SCARF, ASSORTED","BACK TO THE ISLAND","S011/A (SCARF, ASSORTED 12PCS)",24,2.50,60.00,1508.00
,"Invoice","09/25/2018","410263","CADET HATS, ASSORTED, FINAL SALE","BACK TO THE ISLAND","CD011-2/A (CADET HATS, ASSORTED (MATCH COLOR WITH SCARF S011/A))",24,3.00,72.00,1580.00
,"Invoice","09/25/2018","410263","SCARF, ASSORTED","BACK TO THE ISLAND","S011/A (SCARF, ASSORTED 12PCS)",24,2.50,60.00,1640.00
,"Invoice","09/25/2018","410263","WOOL BERETS, BLACK COLOR","BACK TO THE ISLAND","WW004/BLACK (WOOL FELT BERET, BLACK COLOR 6PCS)",6,3.00,18.00,1658.00
,"Invoice","09/25/2018","410263","WOOL BERETS, CHARCOAL COLOR","BACK TO THE ISLAND","WW004/CHARCOAL (WOOL FELT BERET, CHARCOAL COLOR 6PCS)",6,3.00,18.00,1676.00
,"Invoice","09/25/2018","410263","WOOL BERETS SAME AS BR004,NAVY COLOR","BACK TO THE ISLAND","WW004/NAVY (WOOL FELT BERET, NAVY COLOR 6PCS)",6,3.00,18.00,1694.00
,"Invoice","09/25/2018","410263","WOOL BERETS SAME AS BR004,OLIVE COLOR","BACK TO THE ISLAND","WW004/OLIVE (WOOL FELT BERET, OLIVE COLOR 6PCS)",6,3.00,18.00,1712.00
,"Invoice","09/25/2018","410263","WOOL BERETS SAME AS BR004,TIMBER COLOR","BACK TO THE ISLAND","WW004/TIMBER (WOOL FELT BERET, TIMBER COLOR 6PCS)",6,3.00,18.00,1730.00
,"Invoice","09/25/2018","410263","UPS GROUND","BACK TO THE ISLAND","FREIGHT (UPS GROUND)",1,74.00,74.00,1804.00
,"Invoice","10/11/2018","410441","BEANIE W/VISOR, ASSORTED","BACK TO THE ISLAND","SV1329/A (BEANIE W/VISOR, ASSORTED 12PCS)",24,1.25,30.00,1834.00
,"Invoice","10/11/2018","410441","HEADWRAPS, ASSORTED","BACK TO THE ISLAND","HB2014 (HEADWRAPS, ASSORTED.)",12,2.50,30.00,1864.00
,"Invoice","10/11/2018","410441","HEADWRAPS, ASSORTED","BACK TO THE ISLAND","HB2015 (HEADWRAPS, ASSORTED. 12PCS)",12,2.50,30.00,1894.00
,"Invoice","10/11/2018","410441","KNIT BERET, ASSORTED","BACK TO THE ISLAND","BR1709 (KNIT BERET, ASSORTED 12PCS)",12,2.50,30.00,1924.00
,"Invoice","10/11/2018","410441","SAME AS BR003 BERET, BLACK, FINAL SALE","BACK TO THE ISLAND","BR003/B SAME AS WW003 (SAME AS BR003 BERET, BLACK, FINAL SALE)",12,2.00,24.00,1948.00
,"Invoice","10/11/2018","410441","KIDS POM POM BEANIE, ASSORTED","BACK TO THE ISLAND","KD1731 (KIDS POM POM BEANIE, ASSORTED)",12,2.50,30.00,1978.00
,"Invoice","10/11/2018","410441","KIDS MITTENS WITH SHERPA LINING,ASSORTED COLOR","BACK TO THE ISLAND","GL3015 (KIDS MITTENS WITH SHERPA LINING,ASSORTED COLOR 12PCS)",24,2.00,48.00,2026.00
,"Invoice","10/11/2018","410441","EARMUFF, ASSORTED","BACK TO THE ISLAND","EM1282/A (EARMUFF, ASSORTED)",24,1.00,24.00,2050.00
,"Invoice","10/11/2018","410441","UPS GROUND","BACK TO THE ISLAND","FREIGHT (UPS GROUND)",1,39.00,39.00,2089.00
,"Invoice","03/22/2022","421375","BUCKET HATS, NAVY COLOR","BACK TO THE ISLAND","BK1889/NAVY (BUCKET HATS, NAVY COLOR 6PCS)",6,4.00,24.00,2113.00
,"Invoice","03/22/2022","421375","BUCKET HATS, KHAKI COLOR","BACK TO THE ISLAND","BK1889/KHAKI (BUCKET HATS, KHAKI COLOR 6PCS)",6,4.00,24.00,2137.00
,"Invoice","03/22/2022","421375","BUCKET HATS, DENIM LT BLUE COLOR","BACK TO THE ISLAND","BK1889/DENIM LT BLUE (BUCKET HATS, DENIM LT BLUE COLOR 6PCS)",6,4.00,24.00,2161.00
,"Invoice","03/22/2022","421375","BUCKET HATS, STONE COLOR","BACK TO THE ISLAND","BK1889/STONE (BUCKET HATS, STONE COLOR 6PCS)",6,4.00,24.00,2185.00
,"Invoice","03/22/2022","421375","TIE DYE COTTON BUCKET HAT, MULTI PINK prepack 6 PCs","BACK TO THE ISLAND","BK6003/MULTI PINK (TIE DYE COTTON BUCKET HAT, MULTI PINK prepack 6 PCs)",6,5.00,30.00,2215.00
,"Invoice","03/22/2022","421375","TIE DYE COTTON BUCKET HAT, MULTI INDIGO BLUE prepack 6 PCs","BACK TO THE ISLAND","BK6003/MULTI INDIGO BLUE (TIE DYE COTTON BUCKET HAT, MULTI INDIGO BLUE prepack 6 PCs)",6,5.00,30.00,2245.00
,"Invoice","03/22/2022","421375","COWBOY HATS, NATURAL","BACK TO THE ISLAND","COW2724 (COWBOY HATS, NATURAL 6PCS)",6,12.00,72.00,2317.00
,"Invoice","03/22/2022","421375","COWBOY HATS, NATURAL","BACK TO THE ISLAND","COW2726 (COWBOY HATS, NATURAL 6PCS)",6,12.00,72.00,2389.00
,"Invoice","03/22/2022","421375","FASHION CLIP SUN VISOR, KHAKI","BACK TO THE ISLAND","V2730/KHAKI (FASHION CLIP SUN VISOR, KHAKI)",6,3.00,18.00,2407.00
,"Invoice","03/22/2022","421375","IVY CAP, MIX SIZE S/M S/XL","BACK TO THE ISLAND","IV2926 (IVY CAP, MIX SIZE S/M S/XL)",6,7.50,45.00,2452.00
,"Invoice","03/22/2022","421375","SLIM FIT SIX PANEL IVY CAP,  NAVY MIX SIZE S/M S/XL","BACK TO THE ISLAND","IV4023/NAVY (SLIM FIT SIX PANEL IVY CAP,  NAVY MIX SIZE S/M S/XL)",6,7.50,45.00,2497.00
,"Invoice","03/22/2022","421375","SLIM FIT SIX PANEL IVY CAP, GRAY MIX SIZE S/M S/XL","BACK TO THE ISLAND","IV4129/GRAY (SLIM FIT SIX PANEL IVY CAP, GRAY MIX SIZE S/M L/XL, 6 PCS MINIMUN)",6,7.50,45.00,2542.00
,"Invoice","03/22/2022","421375","IVY CAP, KHAKI, MIX TWO SIZE","BACK TO THE ISLAND","IV1509/KHAKI (IVY CAP, 6 PCS MINIMUM)",6,6.00,36.00,2578.00
,"Invoice","03/22/2022","421375","PANAMA HAT, ASSORTED. FINAL SALE","BACK TO THE ISLAND","F1440 (PANAMA HAT, ASSORTED. FINAL SALE 12PCS)",12,5.00,60.00,2638.00
,"Invoice","03/22/2022","421375","WIDE BRIM FEDORA HATS, ASSORTED COLOR","BACK TO THE ISLAND","F4009 (WIDE BRIM FEDORA HATS, ASSORTED COLOR)",6,7.00,42.00,2680.00
,"Invoice","03/22/2022","421375","YOUTH BUCKET HAT, ASSORTED","BACK TO THE ISLAND","BKY2062 (YOUTH BUCKET HAT, ASSORTED)",12,4.00,48.00,2728.00
,"Invoice","03/22/2022","421375","UPS GROUND","BACK TO THE ISLAND","FREIGHT (UPS GROUND)",1,112.00,112.00,2840.00
"Total BACK TO THE ISLAND",,,,,,,821,,2840.00,2840.00
"BAD GIRLZ OF TEXAS",,,,,,,,,,""
,"Invoice","03/30/2015","30986","CADET CAP, ASSORTED SHOW SPECIAL ONLY","BAD GIRLZ OF TEXAS","CD1527 (CADET CAP, ASSORTED (12DZ/CTN) L/L19)",36,1.00,36.00,36.00
,"Invoice","03/30/2015","30986","CADET HAT, ASSORTED SHOW SPECIAL ONLY","BAD GIRLZ OF TEXAS","CD1129 (CADET HAT, ASSORTED (12 DZ/CTN)L/1L15  )",24,1.00,24.00,60.00
,"Invoice","03/30/2015","30986","CADET HAT, ASSORTED FINAL SALE SHOW SPECIAL ONLY","BAD GIRLZ OF TEXAS","CD1134 (CADET HAT, ASSORTED FINAL SALE)",24,1.00,24.00,84.00
,"Invoice","03/30/2015","30986","SAME AS CD0947 CADET HAT, ASSORTED SHOW SPECIAL ONLY","BAD GIRLZ OF TEXAS","0947 (SAME AS CD0947 CADET HAT, ASSORTED (12 DZ/CTN) L/2A)",24,1.00,24.00,108.00
,"Invoice","03/30/2015","30986","CLOCHE HAT, ASSORTED. FINAL SALE","BAD GIRLZ OF TEXAS","CL1459 (CLOCHE HAT, ASSORTED. FINAL SALE)",12,2.50,30.00,138.00
,"Invoice","03/30/2015","30986","CL1801 MIX COLOR","BAD GIRLZ OF TEXAS","HATS",12,6.00,72.00,210.00
,"Invoice","03/30/2015","30986","CABBIE HAT, ASSORTED","BAD GIRLZ OF TEXAS","CB2243 (CABBIE HAT, ASSORTED 12PCS)",12,4.00,48.00,258.00
,"Invoice","03/30/2015","30986","UPS GROUND","BAD GIRLZ OF TEXAS","FREIGHT (UPS GROUND)",1,46.00,46.00,304.00
"Total BAD GIRLZ OF TEXAS",,,,,,,145,,304.00,304.00
"BADA HANDBAG(CLOSED)",,,,,,,,,,""
,"Invoice","07/19/2011","19213","BAG, ASSORTED COLOR","BADA HANDBAG(CLOSED)","BG2200 (BAG, ASSORTED)",6,10.00,60.00,60.00
,"Invoice","07/19/2011","19213","BAG, ASSORTED COLOR (4 DZ/CTN)","BADA HANDBAG(CLOSED)","BG15 (BAG, ASSORTED (4 DZ/CTN))",4,10.00,40.00,100.00
,"Invoice","07/19/2011","19213","BAG, ASSORTED COLOR","BADA HANDBAG(CLOSED)","BG17 (BAG, ASSORTED (4 DZ/CTN))",2,10.00,20.00,120.00
,"Invoice","07/19/2011","19213","UPS GROUND","BADA HANDBAG(CLOSED)","FREIGHT (UPS GROUND)",1,10.00,10.00,130.00
,"Invoice","08/02/2011","19284","BAG, ASSORTED COLOR","BADA HANDBAG(CLOSED)","BG13 (BAG)",12,10.00,120.00,250.00
,"Invoice","08/02/2011","19284","BAG, ASSORTED COLOR (4 DZ/CTN)","BADA HANDBAG(CLOSED)","BG15 (BAG, ASSORTED (4 DZ/CTN))",12,10.00,120.00,370.00
,"Invoice","08/02/2011","19284","BAG, ASSORTED COLOR","BADA HANDBAG(CLOSED)","BG14 (BAG, ASSORTED)",12,10.00,120.00,490.00
,"Invoice","08/02/2011","19284","UPS GROUND","BADA HANDBAG(CLOSED)","FREIGHT (UPS GROUND)",1,20.00,20.00,510.00
,"Invoice","08/31/2011","19485","BAG, ASSORTED (4 DZ/CTN)","BADA HANDBAG(CLOSED)","BG15 (BAG, ASSORTED (4 DZ/CTN))",12,10.00,120.00,630.00
,"Invoice","08/31/2011","19485","SCARF/PEACE, ASSORTED COLOR","BADA HANDBAG(CLOSED)","SC805 (SCARF/PEACE, ASSORTED (12 DZ/CTN)*)",12,2.00,24.00,654.00
,"Invoice","08/31/2011","19485","PLAID SCARF, ASSORTED COLOR","BADA HANDBAG(CLOSED)","SC896/A (PLAID SCARF, ASSORTED (12 DZ/CTN))",12,3.00,36.00,690.00
,"Invoice","08/31/2011","19485","UPS GROUND","BADA HANDBAG(CLOSED)","FREIGHT (UPS GROUND)",1,12.00,12.00,702.00
,"Invoice","03/14/2013","25117","BG24","BADA HANDBAG(CLOSED)","BAG",6,10.00,60.00,762.00
,"Invoice","03/14/2013","25117","BG19","BADA HANDBAG(CLOSED)","BAG",3,5.00,15.00,777.00
,"Invoice","03/14/2013","25117","BG25","BADA HANDBAG(CLOSED)","BAG",3,10.00,30.00,807.00
,"Invoice","03/14/2013","25117","BG17","BADA HANDBAG(CLOSED)","BAG",2,10.00,20.00,827.00
,"Invoice","03/14/2013","25117","BG16","BADA HANDBAG(CLOSED)","BAG",3,10.00,30.00,857.00
,"Invoice","03/14/2013","25117","BG15","BADA HANDBAG(CLOSED)","BAG",6,10.00,60.00,917.00
,"Invoice","03/14/2013","25117","BG26","BADA HANDBAG(CLOSED)","BAG",2,10.00,20.00,937.00
,"Invoice","03/14/2013","25117","UPS GROUND","BADA HANDBAG(CLOSED)","FREIGHT (UPS GROUND)",1,19.00,19.00,956.00
"Total BADA HANDBAG(CLOSED)",,,,,,,113,,956.00,956.00
"BADASS MARKETING-HAPPY'S",,,,,,,,,,""
,"Invoice","03/20/2012","22162","CADET HAT, ASSORTED (12 DZ/CTN)","BADASS MARKETING-HAPPY'S","CD1111 (CADET HAT, ASSORTED FINAL SALE (12 DZ/CTN) L/I10)",12,4.00,48.00,48.00
,"Invoice","03/20/2012","22162","FEDORA, ASSORTED (4 DZ/CTN)","BADASS MARKETING-HAPPY'S","F1252/A (FEDORA, ASSORTED (4 DZ/CTN))",12,4.00,48.00,96.00
,"Invoice","03/20/2012","22162","CLOCHE HAT, ASSORTED (4 DZ/CTN)","BADASS MARKETING-HAPPY'S","CL1460 (CLOCHE HAT, ASSORTED. FINAL SALE)",12,6.00,72.00,168.00
,"Invoice","03/20/2012","22162","COWBOY HAT, NATURAL (4 DZ/CTN)","BADASS MARKETING-HAPPY'S","COW2211 (COWBOY HAT, NATURAL (4 DZ/CTN) L/F)",6,7.00,42.00,210.00
,"Invoice","03/20/2012","22162","FEDORA, ASSORTED (4 DZ/CTN)","BADASS MARKETING-HAPPY'S","F1438 (FEDORA, ASSORTED (4 DZ/CTN) *)",12,5.00,60.00,270.00
,"Invoice","03/20/2012","22162","FEDORA, ASSORTED (4 DZ/CTN)","BADASS MARKETING-HAPPY'S","F1479 (FEDORA, ASSORTED FINAL SALE (4 DZ/CTN) L/H)",12,4.00,48.00,318.00
,"Invoice","03/20/2012","22162","SCARF/PEACE, RAINBOW (12 DZ/CTN)","BADASS MARKETING-HAPPY'S","SC881/ RAINBOW (SCARF/PEACE, RAINBOW (12 DZ/CTN) L/SHELF ***)",12,2.50,30.00,348.00
,"Invoice","09/10/2012","23256","CADET HAT,  ASSORTED","BADASS MARKETING-HAPPY'S","0951 (CADET HAT,  ASSORTED COLOR L/10A)",12,2.00,24.00,372.00
,"Invoice","09/10/2012","23256","CABBIE HAT, ASSORTED (12 DZ/CTN)","BADASS MARKETING-HAPPY'S","2008-7A (CABBIE HAT, ASSORTED, FINAL SALE (12 DZ/CTN) L/3A)",12,2.00,24.00,396.00
,"Invoice","09/10/2012","23256","CADET HATS, ASSORTED","BADASS MARKETING-HAPPY'S","CD464 (CADET HATS, ASSORTED  L/   P1)",12,2.00,24.00,420.00
,"Invoice","09/10/2012","23297","SUEDE CLOCHE HAT, ASSORTED(12 DZ/CTN)","BADASS MARKETING-HAPPY'S","CL1209 (SUEDE CLOCHE HAT, ASSORTED(12 DZ/CTN) L/E)",12,4.00,48.00,468.00
,"Invoice","09/10/2012","23297","HEADBAND, ASSORTED","BADASS MARKETING-HAPPY'S","HB1276 (HEADBAND, ASSORTED  L/SHELF)",12,4.00,48.00,516.00
,"Invoice","09/10/2012","23297","GLOVE, ASSORTED  (12 DZ/CTN)","BADASS MARKETING-HAPPY'S","GL032/A (GLOVE, ASSORTED.)",12,5.00,60.00,576.00
,"Invoice","09/10/2012","23298","CLOCHE HAT, ASSORTED","BADASS MARKETING-HAPPY'S","CL1485 (CLOCHE HAT, ASSORTED ( 4 DZ/CTN)L/2L)",0,8.00,0.00,576.00
,"Invoice","09/10/2012","23298","BEANIE, ASSORTED","BADASS MARKETING-HAPPY'S","BR911/A (BEANIE, ASSORTED)",0,1.00,0.00,576.00
,"Invoice","09/10/2012","23298","KNIT TROOPER HAT, ASSORTED (12 DZ/CTN)","BADASS MARKETING-HAPPY'S","KTP56 (KNIT TROOPER HAT, ASSORTED, FINAL SALE (12 DZ/CTN) L/56)",0,1.50,0.00,576.00
,"Invoice","09/10/2012","23298","KNIT TROOPER HAT, ASSORTED (12 DZ/CTN)","BADASS MARKETING-HAPPY'S","KTP57 (KNIT TROOPER HAT, ASSORTED , FINAL SALE(12DZ/CTN)  L/U17)",0,1.50,0.00,576.00
,"Invoice","09/10/2012","23298","TROOPER  HATS, ASSORTED (6 DZ/CTN)","BADASS MARKETING-HAPPY'S","TP1262 (TROOPER  HATS, ASSORTED, FINAL SALE,  (6 DZ/CTN) L/1L)",0,5.00,0.00,576.00
,"Invoice","09/10/2012","23298","GLOVE, ASSORTED (12 DZ/CTN)","BADASS MARKETING-HAPPY'S","GL025-6 (GLOVE, ASSORTED (12 DZ/CTN)  L/4L, 5L)",0,3.00,0.00,576.00
,"Invoice","09/10/2012","23298"," KNIT TROOPER HAT, ASSORTED","BADASS MARKETING-HAPPY'S","KTP51 ( KNIT TROOPER HAT, ASSORTED, FINAL SALE)",0,1.50,0.00,576.00
,"Invoice","10/12/2012","23296","CADET HATS, ASSORTED","BADASS MARKETING-HAPPY'S","CD016-2/A (CADET HATS, ASSORTED (12DZ/CTN) L/O6)",12,4.00,48.00,624.00
,"Invoice","10/12/2012","23296","CADET HAT, ASSORTED (12 DZ/CTN)","BADASS MARKETING-HAPPY'S","CD1241 (CADET HAT, BLACK (12 DZ/CTN) L/10A)",12,4.00,48.00,672.00
,"Invoice","10/12/2012","23296","CADET HAT, ASSORTED(12 DZ/CTN)","BADASS MARKETING-HAPPY'S","CD1245 (CADET HAT, ASSORTED, FINAL SALE. (12 DZ/CTN) L/    I4)",12,4.00,48.00,720.00
,"Invoice","10/12/2012","23296","SUEDE FEDORA, ASSORTED (4 DZ/CTN)","BADASS MARKETING-HAPPY'S","F1221 (SUEDE FEDORA, ASSORTED)",12,6.00,72.00,792.00
,"Invoice","10/12/2012","23296","FEDORA, ASSORTED","BADASS MARKETING-HAPPY'S","F1425 (FEDORA, ASSORTED (4 DZ/CTN))",12,6.00,72.00,864.00
,"Invoice","10/12/2012","23296","IVY HAT, ASSORTED","BADASS MARKETING-HAPPY'S","IV1497 (IVY HAT, ASSORTED)",12,5.00,60.00,924.00
,"Invoice","10/12/2012","23296","SUEDE CABBIE HAT, ASSORTED ( 6 DZ/CTN)","BADASS MARKETING-HAPPY'S","CB1207 (SUEDE CABBIE HAT, ASSORTED, FINAL SALE)",12,4.00,48.00,972.00
,"Invoice","05/08/2013","25649","FLOPPY HAT, ASSORTED FINAL SALE","BADASS MARKETING-HAPPY'S","FL1405 (FLOPPY HAT, ASSORTED FINAL SALE)",12,3.00,36.00,1008.00
,"Invoice","05/08/2013","25649","CADET HAT, ASSORTED FINAL SALE","BADASS MARKETING-HAPPY'S","CD1111 (CADET HAT, ASSORTED FINAL SALE (12 DZ/CTN) L/I10)",12,2.00,24.00,1032.00
,"Invoice","05/08/2013","25649","FEDORA, ASSORTED","BADASS MARKETING-HAPPY'S","F1163 (FEDORA, ASSORTED (4 DZ/CTN) L/60C,H)",12,6.00,72.00,1104.00
,"Invoice","05/08/2013","25649","CLOCHE HAT, ASSORTED","BADASS MARKETING-HAPPY'S","CL1460 (CLOCHE HAT, ASSORTED. FINAL SALE)",12,5.00,60.00,1164.00
,"Invoice","05/08/2013","25649","UPS GROUND BILL TO RECEIVER","BADASS MARKETING-HAPPY'S","FREIGHT (UPS GROUND)",1,"","",1164.00
,"Invoice","01/17/2014","27709","COWBOY HAT, NATURAL (4 DZ/CTN) L/G","BADASS MARKETING-HAPPY'S","COW1156 (COWBOY HAT, NATURAL)",12,7.00,84.00,1248.00
