,"Type","Date","Num","Memo","Name","Item","Qty","Sales Price","Amount","Balance"
"***DBA BRUMAC ONLY*** OLD SOUL ATTIRE",,,,,,,,,,""
,"Invoice","10/31/2016","404966","PATCH WORK DUCKBILL IVY","***DBA BRUMAC ONLY*** OLD SOUL ATTIRE","IV2327 (PATCH WORK DUCKBILL IVY)",6,6.00,36.00,36.00
,"Invoice","10/31/2016","404966","WOOL FLOPPY/LEATHER TRIMMING/BLACK","***DBA BRUMAC ONLY*** OLD SOUL ATTIRE","WFL2166/BLACK (WOOL FLOPPY/LEATHER TRIMMING/BLACK)",3,12.00,36.00,72.00
,"Invoice","10/31/2016","404966","NEWS BOY CLASSIC HAT","***DBA BRUMAC ONLY*** OLD SOUL ATTIRE","NSB2121 (NEWSBOY CAP, GREY 6PCS)",12,6.00,72.00,144.00
,"Invoice","10/31/2016","404966","WOOL CLOCHE/LEAF, ASSORTED","***DBA BRUMAC ONLY*** OLD SOUL ATTIRE","CL2163 (WOOL CLOCHE/LEAF, ASSORTED)",12,10.00,120.00,264.00
,"Invoice","10/31/2016","404966","TOP FELT HAT, BLACK","***DBA BRUMAC ONLY*** OLD SOUL ATTIRE","HE62 (TOP FELT HAT WITH SATIN LINING, BLACK prepack 6 pcs)",6,20.00,120.00,384.00
,"Invoice","10/31/2016","404966","UPS GROUND","***DBA BRUMAC ONLY*** OLD SOUL ATTIRE","FREIGHT (UPS GROUND)",1,54.00,54.00,438.00
"Total ***DBA BRUMAC ONLY*** OLD SOUL ATTIRE",,,,,,,40,,438.00,438.00
"**DUPLICATE** THE EDGE APPAREL",,,,,,,,,,""
,"Invoice","02/27/2009","4149",,"**DUPLICATE** THE EDGE APPAREL","CAP11 (PEACE WITH WING CAP FINAL SALE.)",12,6.00,72.00,72.00
,"Invoice","02/27/2009","4149",,"**DUPLICATE** THE EDGE APPAREL","0946 (CAP, ASSORTED, SAME AS  CAP2246)",12,6.00,72.00,144.00
,"Invoice","02/27/2009","4149",,"**DUPLICATE** THE EDGE APPAREL","99959",6,15.00,90.00,234.00
,"Invoice","02/27/2009","4149","UPS","**DUPLICATE** THE EDGE APPAREL","FREIGHT (UPS GROUND)",1,15.00,15.00,249.00
"Total **DUPLICATE** THE EDGE APPAREL",,,,,,,31,,249.00,249.00
"¾ÞÖÐ",,,,,,,,,,""
,"Invoice","08/24/2007","2013",,"¾ÞÖÐ","CAP",1493,1.00,1493.00,1493.00
"Total ¾ÞÖÐ",,,,,,,1493,,1493.00,1493.00
"1.99 SUPER STORE INC",,,,,,,,,,""
,"Invoice","08/20/2008","3211","army cap/skull with rose","1.99 SUPER STORE INC","CAP",6,3.00,18.00,18.00
,"Invoice","08/20/2008","3211","army cap/tiger","1.99 SUPER STORE INC","CAP",6,3.00,18.00,36.00
,"Invoice","08/20/2008","3211",,"1.99 SUPER STORE INC","0946 (CAP, ASSORTED, SAME AS  CAP2246)",6,5.00,30.00,66.00
,"Invoice","08/20/2008","3211",,"1.99 SUPER STORE INC","0908",6,3.50,21.00,87.00
,"Invoice","08/20/2008","3211",,"1.99 SUPER STORE INC","0907",6,3.00,18.00,105.00
,"Invoice","08/20/2008","3211",,"1.99 SUPER STORE INC","0947 (SAME AS CD0947 CADET HAT, ASSORTED (12 DZ/CTN) L/2A)",6,5.00,30.00,135.00
,"Invoice","08/20/2008","3211","ups","1.99 SUPER STORE INC","FREIGHT (UPS GROUND)",1,8.00,8.00,143.00
,"Invoice","09/18/2008","3331",,"1.99 SUPER STORE INC","E87",48,3.00,144.00,287.00
,"Invoice","09/18/2008","3331",,"1.99 SUPER STORE INC","0908",48,3.50,168.00,455.00
,"Invoice","09/18/2008","3331",,"1.99 SUPER STORE INC","0907",48,3.00,144.00,599.00
,"Invoice","09/18/2008","3331",,"1.99 SUPER STORE INC","0946 (CAP, ASSORTED, SAME AS  CAP2246)",36,5.00,180.00,779.00
,"Invoice","09/18/2008","3331","UPS","1.99 SUPER STORE INC","FREIGHT (UPS GROUND)",1,23.00,23.00,802.00
"Total 1.99 SUPER STORE INC",,,,,,,218,,802.00,802.00
"10 Spot/Madrag",,,,,,,,,,""
,"Invoice","11/22/2010","17458","ASSORTED COLOR KNIT BERETS","10 Spot/Madrag","BR001 (KNIT BERETS)",144,2.75,396.00,396.00
,"Invoice","11/22/2010","17458","BLACK COLOR KNIT BERETS","10 Spot/Madrag","BR001 (KNIT BERETS)",132,2.75,363.00,759.00
,"Invoice","11/22/2010","17458","ASSORTED COLOR BERETS WITH FLOWER","10 Spot/Madrag","BR002 (BERETS WITH FLOWER)",216,2.75,594.00,1353.00
,"Invoice","11/22/2010","17458","BLACK COLOR BERETS WITH FLOWER","10 Spot/Madrag","BR002 (BERETS WITH FLOWER)",444,2.75,1221.00,2574.00
,"Invoice","11/22/2010","17458","ASSORTED COLOR BERETS","10 Spot/Madrag","BR003 (BERETS)",216,2.75,594.00,3168.00
,"Invoice","11/22/2010","17458","BLACK COLOR BERETS","10 Spot/Madrag","BR003 (BERETS)",144,2.75,396.00,3564.00
,"Invoice","11/22/2010","17458","ASSORTED COLOR KNIT HATS","10 Spot/Madrag","BR349 (KNIT HATS  L/U19)",132,2.75,363.00,3927.00
,"Invoice","11/22/2010","17458","BLACK COLOR KNIT HATS","10 Spot/Madrag","BR349 (KNIT HATS  L/U19)",132,2.75,363.00,4290.00
,"Invoice","11/22/2010","17458","STORE #1","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.89,8.89,4298.89
,"Invoice","11/22/2010","17458","STORE #2","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.67,6.67,4305.56
,"Invoice","11/22/2010","17458","STORE #3","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.89,8.89,4314.45
,"Invoice","11/22/2010","17458","STORE #4","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.89,8.89,4323.34
,"Invoice","11/22/2010","17458","STORE #5","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.67,6.67,4330.01
,"Invoice","11/22/2010","17458","STORE #7","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.89,8.89,4338.90
,"Invoice","11/22/2010","17458","STORE #9","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.67,6.67,4345.57
,"Invoice","11/22/2010","17458","STORE #10","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.67,6.67,4352.24
,"Invoice","11/22/2010","17458","STORE #11","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.89,8.89,4361.13
,"Invoice","11/22/2010","17458","STORE #12","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.89,8.89,4370.02
,"Invoice","11/22/2010","17458","STORE #13","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.89,8.89,4378.91
,"Invoice","11/22/2010","17458","STORE #14","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.67,6.67,4385.58
,"Invoice","11/22/2010","17458","STORE #17","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.67,6.67,4392.25
,"Invoice","11/22/2010","17458","STORE #18","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,11.21,11.21,4403.46
,"Invoice","11/22/2010","17458","STORE #19","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.67,6.67,4410.13
,"Invoice","11/22/2010","17458","STORE #20","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.67,6.67,4416.80
,"Invoice","11/22/2010","17458","STORE #21","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.67,6.67,4423.47
,"Invoice","11/22/2010","17458","STORE #24","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.67,6.67,4430.14
,"Invoice","11/22/2010","17458","STORE #25","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.11,7.11,4437.25
,"Invoice","11/22/2010","17458","STORE #26","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.11,7.11,4444.36
,"Invoice","11/22/2010","17458","STORE #27","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.11,7.11,4451.47
,"Invoice","11/22/2010","17458","STORE #28","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.11,7.11,4458.58
,"Invoice","11/22/2010","17458","STORE #29","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.67,6.67,4465.25
,"Invoice","11/22/2010","17458","STORE #30","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.67,6.67,4471.92
,"Invoice","11/22/2010","17458","STORE #31","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.67,6.67,4478.59
,"Invoice","11/22/2010","17458","STORE #32","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.67,6.67,4485.26
,"Invoice","11/22/2010","17458","STORE #34","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.11,7.11,4492.37
,"Invoice","11/22/2010","17458","STORE #35","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.89,8.89,4501.26
,"Invoice","11/22/2010","17458","STORE #36","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.89,8.89,4510.15
,"Invoice","11/22/2010","17458","STORE #37","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.67,6.67,4516.82
,"Invoice","11/22/2010","17458","STORE #38","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.67,6.67,4523.49
,"Invoice","11/22/2010","17458","STORE #39","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.67,6.67,4530.16
,"Invoice","11/22/2010","17458","STORE #45","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.30,8.30,4538.46
,"Invoice","11/22/2010","17458","STORE #50","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.67,6.67,4545.13
,"Invoice","11/22/2010","17458","STORE #53","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,9.39,9.39,4554.52
,"Invoice","11/22/2010","17458","STORE #54","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,10.07,10.07,4564.59
,"Invoice","01/11/2011","17895","36 DZ, BERETS ASSORTED COLOR","10 Spot/Madrag","BR891/A (BERETS ASSORTED)",432,2.00,864.00,5428.59
,"Invoice","01/11/2011","17895","18 DZ, BERETS BLACK COLOR","10 Spot/Madrag","BR891/B (BERETS BLACK)",216,2.00,432.00,5860.59
,"Invoice","01/11/2011","17895","33 DZ, BERETS ASSORTED COLOR","10 Spot/Madrag","BR894/A (BERETS ASSORTED)",396,2.00,792.00,6652.59
,"Invoice","01/11/2011","17895","32 DZ, BERETS ASSORTED COLOR","10 Spot/Madrag","BR892/A (BERETS ASSORTED)",384,2.00,768.00,7420.59
,"Invoice","01/11/2011","17895","14 DZ, CADET/4 POCKET","10 Spot/Madrag","CD2223 (CADET/4 POCKET, N/A)",168,3.00,504.00,7924.59
,"Invoice","01/11/2011","17895","#1","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.49,8.49,7933.08
,"Invoice","01/11/2011","17895","#2","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.49,8.49,7941.57
,"Invoice","01/11/2011","17895","#3","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.91,8.91,7950.48
,"Invoice","01/11/2011","17895","#4","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.24,8.24,7958.72
,"Invoice","01/11/2011","17895","#7","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.87,7.87,7966.59
,"Invoice","01/11/2011","17895","#9","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.87,7.87,7974.46
,"Invoice","01/11/2011","17895","#10","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.87,7.87,7982.33
,"Invoice","01/11/2011","17895","#11","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.91,8.91,7991.24
,"Invoice","01/11/2011","17895","#13","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.91,8.91,8000.15
,"Invoice","01/11/2011","17895","#14","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.60,7.60,8007.75
,"Invoice","01/11/2011","17895","#17","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.60,7.60,8015.35
,"Invoice","01/11/2011","17895","#18","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.60,7.60,8022.95
,"Invoice","01/11/2011","17895","#19","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.60,7.60,8030.55
,"Invoice","01/11/2011","17895","#24","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.76,6.76,8037.31
,"Invoice","01/11/2011","17895","#25","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.30,7.30,8044.61
,"Invoice","01/11/2011","17895","#26","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.30,7.30,8051.91
,"Invoice","01/11/2011","17895","#27","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.30,7.30,8059.21
,"Invoice","01/11/2011","17895","#28","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.30,7.30,8066.51
,"Invoice","01/11/2011","17895","#32","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.75,6.75,8073.26
,"Invoice","01/11/2011","17895","#35","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.75,6.75,8080.01
,"Invoice","01/11/2011","17895","#36","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.75,6.75,8086.76
,"Invoice","01/11/2011","17895","#41","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.12,8.12,8094.88
,"Invoice","01/11/2011","17895","#42","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.12,8.12,8103.00
,"Invoice","01/11/2011","17895","#45","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.79,7.79,8110.79
,"Invoice","01/11/2011","17895","#47","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.12,8.12,8118.91
,"Invoice","01/11/2011","17895","#54","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,9.18,9.18,8128.09
,"Invoice","01/11/2011","17895","damage","10 Spot/Madrag","CREDIT",1,-10.00,-10.00,8118.09
,"Invoice","01/25/2011","17956","BERETS ASSORTED COLOR","10 Spot/Madrag","BR893/A (BERETS ASSORTED)",180,2.00,360.00,8478.09
,"Invoice","01/25/2011","17956","#2","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.75,6.75,8484.84
,"Invoice","01/25/2011","17956","#3","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.75,6.75,8491.59
,"Invoice","01/25/2011","17956","#11","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.75,6.75,8498.34
,"Invoice","01/25/2011","17956","#18","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.75,6.75,8505.09
,"Invoice","01/25/2011","17956","#25","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.30,7.30,8512.39
,"Invoice","01/25/2011","17956","#26","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.03,7.03,8519.42
,"Invoice","01/25/2011","17956","#27","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.03,7.03,8526.45
,"Invoice","01/25/2011","17956","#45","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.79,7.79,8534.24
,"Invoice","01/25/2011","17956","#47","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.12,8.12,8542.36
,"Invoice","01/25/2011","17956","#53","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.12,8.12,8550.48
,"Invoice","02/03/2011","18007","CADET/4 POCKET, 32 dozen","10 Spot/Madrag","CD2223 (CADET/4 POCKET, N/A)",384,3.00,1152.00,9702.48
,"Invoice","02/03/2011","18007","#2","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.89,6.89,9709.37
,"Invoice","02/03/2011","18007","#3","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.89,6.89,9716.26
,"Invoice","02/03/2011","18007","#4","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.89,6.89,9723.15
,"Invoice","02/03/2011","18007","#5","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.89,6.89,9730.04
,"Invoice","02/03/2011","18007","#7","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.89,6.89,9736.93
,"Invoice","02/03/2011","18007","#10","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.89,6.89,9743.82
,"Invoice","02/03/2011","18007","#12","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.89,6.89,9750.71
,"Invoice","02/03/2011","18007","#13","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.89,6.89,9757.60
,"Invoice","02/03/2011","18007","#14","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.89,6.89,9764.49
,"Invoice","02/03/2011","18007","#17","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.89,6.89,9771.38
,"Invoice","02/03/2011","18007","#19","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.89,6.89,9778.27
,"Invoice","02/03/2011","18007","#20","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.89,6.89,9785.16
,"Invoice","02/03/2011","18007","#24","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.89,6.89,9792.05
,"Invoice","02/03/2011","18007","#26","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.50,7.50,9799.55
,"Invoice","02/03/2011","18007","#27","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.50,7.50,9807.05
,"Invoice","02/03/2011","18007","#28","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.50,7.50,9814.55
,"Invoice","02/03/2011","18007","#31","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.89,6.89,9821.44
,"Invoice","02/03/2011","18007","#32","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.89,6.89,9828.33
,"Invoice","02/03/2011","18007","#34","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.50,7.50,9835.83
,"Invoice","02/03/2011","18007","#35","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.89,6.89,9842.72
,"Invoice","02/03/2011","18007","#36","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.89,6.89,9849.61
,"Invoice","02/03/2011","18007","#42","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.94,8.94,9858.55
,"Invoice","02/03/2011","18007","#11","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.60,7.60,9866.15
,"Invoice","02/03/2011","18007","#45","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.56,8.56,9874.71
,"Invoice","02/03/2011","18007","#49","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.94,8.94,9883.65
,"Invoice","02/03/2011","18007","#50","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,6.89,6.89,9890.54
,"Invoice","02/03/2011","18007","#53","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,9.65,9.65,9900.19
,"Invoice","02/03/2011","18007","#54","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.99,7.99,9908.18
,"Invoice","02/03/2011","18007","#51","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.56,8.56,9916.74
,"Invoice","03/09/2011","18106","8 DZ, CADET/4 POCKET","10 Spot/Madrag","CD2223 (CADET/4 POCKET, N/A)",96,3.00,288.00,10204.74
,"Invoice","03/09/2011","18106","58 DZ, FEDORA, ASSORTED COLOR","10 Spot/Madrag","F1148 (FEDORA, N/A)",696,4.00,2784.00,12988.74
,"Invoice","03/09/2011","18106","52 DZ, FEDORA, ASSORTED COLOR","10 Spot/Madrag","F1146 (FEDORA, ASSORTED (4 DZ/CTN))",624,4.00,2496.00,15484.74
,"Invoice","03/09/2011","18106","#14","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.64,7.64,15492.38
,"Invoice","03/09/2011","18106","#17","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.64,7.64,15500.02
,"Invoice","03/09/2011","18106","#20","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.64,7.64,15507.66
,"Invoice","03/09/2011","18106","#21","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.64,7.64,15515.30
,"Invoice","03/09/2011","18106","#24","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.64,7.64,15522.94
,"Invoice","03/09/2011","18106","#25","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.03,8.03,15530.97
,"Invoice","03/09/2011","18106","#27","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.03,8.03,15539.00
,"Invoice","03/09/2011","18106","#28","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.03,8.03,15547.03
,"Invoice","03/09/2011","18106","#29","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.64,7.64,15554.67
,"Invoice","03/09/2011","18106","#30","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.64,7.64,15562.31
,"Invoice","03/09/2011","18106","#31","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.64,7.64,15569.95
,"Invoice","03/09/2011","18106","#32","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.64,7.64,15577.59
,"Invoice","03/09/2011","18106","#34","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.03,8.03,15585.62
,"Invoice","03/09/2011","18106","#35","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.64,7.64,15593.26
,"Invoice","03/09/2011","18106","#36","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.64,7.64,15600.90
,"Invoice","03/09/2011","18106","#37","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.64,7.64,15608.54
,"Invoice","03/09/2011","18106","#38","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.64,7.64,15616.18
,"Invoice","03/09/2011","18106","#39","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.64,7.64,15623.82
,"Invoice","03/09/2011","18106","#50","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,7.64,7.64,15631.46
,"Invoice","03/09/2011","18106","#52","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.03,8.03,15639.49
,"Invoice","03/09/2011","18106","#54","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.03,8.03,15647.52
,"Invoice","03/09/2011","18106","#42","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,28.20,28.20,15675.72
,"Invoice","03/09/2011","18106","#45","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,22.26,22.26,15697.98
,"Invoice","03/09/2011","18106","#47","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,28.20,28.20,15726.18
,"Invoice","03/09/2011","18106","#49","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,28.20,28.20,15754.38
,"Invoice","03/09/2011","18106","#1","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,17.57,17.57,15771.95
,"Invoice","03/09/2011","18106","#4","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,20.16,20.16,15792.11
,"Invoice","03/09/2011","18106","#13","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,17.57,17.57,15809.68
,"Invoice","03/09/2011","18106","#41","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,28.20,28.20,15837.88
,"Invoice","03/09/2011","18106","#3","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.53,8.53,15846.41
,"Invoice","03/09/2011","18106","#11","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.53,8.53,15854.94
,"Invoice","03/09/2011","18106","#18","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.53,8.53,15863.47
,"Invoice","03/09/2011","18106","#19","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.53,8.53,15872.00
,"Invoice","03/09/2011","18106","#53","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,10.88,10.88,15882.88
,"Invoice","03/09/2011","18106","#2","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.74,8.74,15891.62
,"Invoice","03/09/2011","18106","#5","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.74,8.74,15900.36
,"Invoice","03/09/2011","18106","#7","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,13.35,13.35,15913.71
,"Invoice","03/09/2011","18106","#9","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.74,8.74,15922.45
,"Invoice","03/09/2011","18106","#10","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.74,8.74,15931.19
,"Invoice","03/09/2011","18106","#12","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,13.85,13.85,15945.04
,"Invoice","03/09/2011","18106","#26","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,9.00,9.00,15954.04
,"Invoice","03/09/2011","18106","#51","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,20.01,20.01,15974.05
,"Invoice","03/09/2011","18106","4/13 RECEIVED DAMAGED #F1148 122 PCS","10 Spot/Madrag","CREDIT",1,-488.00,-488.00,15486.05
,"Invoice","04/15/2011","18613","FLOPPY HAT, ASSORTED COLOR (2 DZ/CTN)","10 Spot/Madrag","FL1184 (FLOPPY HAT, ASSORTED)",24,6.00,144.00,15630.05
,"Invoice","04/15/2011","18613","UPS GROUND  #57","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.00,8.00,15638.05
,"Invoice","04/15/2011","18613",,"10 Spot/Madrag","CREDIT",1,-2.00,-2.00,15636.05
,"Invoice","08/24/2011","19401","DOG, ANIMAL HATS, ASSORTED    8 DOZEN","10 Spot/Madrag","AM1 (DOG, ANIMAL HATS, ASSORTED)",96,4.00,384.00,16020.05
,"Invoice","08/24/2011","19401","FEDORA, ASSORTED   13 DOZEN","10 Spot/Madrag","F1256/A (FEDORA, ASSORTED. L/NEXT TO F1254)",156,4.00,624.00,16644.05
,"Invoice","08/24/2011","19401","FEDORA, ASSORTED   13 DOZEN","10 Spot/Madrag","F1225 (FEDORA, ASSORTED  (4 DZ/CTN)*)",156,4.00,624.00,17268.05
,"Invoice","08/24/2011","19401","#1","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,14.08,14.08,17282.13
,"Invoice","08/24/2011","19401","#4","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,14.08,14.08,17296.21
,"Invoice","08/24/2011","19401","#10","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.48,8.48,17304.69
,"Invoice","08/24/2011","19401","#11","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.48,8.48,17313.17
,"Invoice","08/24/2011","19401","#12","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,14.08,14.08,17327.25
,"Invoice","08/24/2011","19401","#13","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,14.08,14.08,17341.33
,"Invoice","08/24/2011","19401","#14","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,14.08,14.08,17355.41
,"Invoice","08/24/2011","19401","#18","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.48,8.48,17363.89
,"Invoice","08/24/2011","19401","#20","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,14.08,14.08,17377.97
,"Invoice","08/24/2011","19401","#21","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,14.08,14.08,17392.05
,"Invoice","08/24/2011","19401","#34","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,16.87,16.87,17408.92
,"Invoice","08/24/2011","19401","#39","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.48,8.48,17417.40
,"Invoice","08/24/2011","19401","#54","10 Spot/Madrag","FREIGHT (UPS GROUND)",1,8.68,8.68,17426.08
